t_sec,frame,state,time_in_state,queue_count,queue_ema,avg_wait,max_wait,num_long_wait_60s,arrival_ema,discharge_ema
0.1,89620,Red,0.1,0,0.0,0.0,0.0,0,0.0,0.0
0.2,89621,Red,0.2,0,0.0,0.0,0.0,0,0.0,0.0
0.3,89622,Red,0.3,0,0.0,0.0,0.0,0,0.0,0.0
0.4,89623,Red,0.4,0,0.0,0.0,0.0,0,0.0,0.0
0.5,89624,Red,0.5,0,0.0,0.0,0.0,0,0.0,0.0
0.6,89625,Red,0.6,0,0.0,0.0,0.0,0,0.0,0.0
0.7,89626,Red,0.7,0,0.0,0.0,0.0,0,0.0,0.0
0.8,89627,Red,0.8,0,0.0,0.0,0.0,0,0.0,0.0
0.9,89628,Red,0.9,0,0.0,0.0,0.0,0,0.0,0.0
1.0,89629,Red,1.0,0,0.0,0.0,0.0,0,0.0,0.0
1.1,89630,Red,1.1,0,0.0,0.0,0.0,0,0.0,0.0
1.2,89631,Red,1.2,0,0.0,0.0,0.0,0,0.0,0.0
1.3,89632,Red,1.3,0,0.0,0.0,0.0,0,0.0,0.0
1.4,89633,Red,1.4,0,0.0,0.0,0.0,0,0.0,0.0
1.5,89634,Red,1.5,0,0.0,0.0,0.0,0,0.0,0.0
1.6,89635,Red,1.6,0,0.0,0.0,0.0,0,0.0,0.0
1.7,89636,Red,1.7,0,0.0,0.0,0.0,0,0.0,0.0
1.8,89637,Red,1.8,0,0.0,0.0,0.0,0,0.0,0.0
1.9,89638,Red,1.9,0,0.0,0.0,0.0,0,0.0,0.0
2.0,89639,Red,2.0,0,0.0,0.0,0.0,0,0.0,0.0
2.1,89640,Red,2.1,0,0.0,0.0,0.0,0,0.0,0.0
2.2,89641,Red,2.2,0,0.0,0.0,0.0,0,0.0,0.0
2.3,89642,Red,2.3,0,0.0,0.0,0.0,0,0.0,0.0
2.4,89643,Red,2.4,0,0.0,0.0,0.0,0,0.0,0.0
2.5,89644,Red,2.5,0,0.0,0.0,0.0,0,0.0,0.0
2.6,89645,Red,2.6,0,0.0,0.0,0.0,0,0.0,0.0
2.7,89646,Red,2.7,0,0.0,0.0,0.0,0,0.0,0.0
2.8,89647,Red,2.8,0,0.0,0.0,0.0,0,0.0,0.0
2.9,89648,Red,2.9,0,0.0,0.0,0.0,0,0.0,0.0
3.0,89649,Red,3.0,0,0.0,0.0,0.0,0,0.0,0.0
3.1,89650,Red,3.1,0,0.0,0.0,0.0,0,0.0,0.0
3.2,89651,Red,3.2,0,0.0,0.0,0.0,0,0.0,0.0
3.3,89652,Red,3.3,0,0.0,0.0,0.0,0,0.0,0.0
3.4,89653,Red,3.4,0,0.0,0.0,0.0,0,0.0,0.0
3.5,89654,Red,3.5,0,0.0,0.0,0.0,0,0.0,0.0
3.6,89655,Red,3.6,0,0.0,0.0,0.0,0,0.0,0.0
3.7,89656,Red,3.7,0,0.0,0.0,0.0,0,0.0,0.0
3.8,89657,Red,3.8,0,0.0,0.0,0.0,0,0.0,0.0
3.9,89658,Red,3.9,0,0.0,0.0,0.0,0,0.0,0.0
4.0,89659,Red,4.0,0,0.0,0.0,0.0,0,0.0,0.0
4.1,89660,Red,4.1,0,0.0,0.0,0.0,0,0.0,0.0
4.2,89661,Red,4.2,0,0.0,0.0,0.0,0,0.0,0.0
4.3,89662,Red,4.3,0,0.0,0.0,0.0,0,0.0,0.0
4.4,89663,Red,4.4,0,0.0,0.0,0.0,0,0.0,0.0
4.5,89664,Red,4.5,0,0.0,0.0,0.0,0,0.0,0.0
