t_sec,frame,state,time_in_state,queue_count,queue_ema,avg_wait,max_wait,num_long_wait_60s,arrival_ema,discharge_ema
0.1,89620,Green,0.1,0,0.0,0.0,0.0,0,0.0,0.0
0.2,89621,Green,0.2,0,0.0,0.0,0.0,0,0.0,0.0
0.3,89622,Green,0.3,0,0.0,0.0,0.0,0,0.0,0.0
0.4,89623,Green,0.4,0,0.0,0.0,0.0,0,0.0,0.0
0.5,89624,Green,0.5,0,0.0,0.0,0.0,0,0.0,0.0
0.6,89625,Green,0.6,0,0.0,0.0,0.0,0,0.0,0.0
0.7,89626,Green,0.7,0,0.0,0.0,0.0,0,0.0,0.0
0.8,89627,Green,0.8,0,0.0,0.0,0.0,0,0.0,0.0
0.9,89628,Green,0.9,0,0.0,0.0,0.0,0,0.0,0.0
1.0,89629,Green,1.0,0,0.0,0.0,0.0,0,0.0,0.0
1.1,89630,Green,1.1,0,0.0,0.0,0.0,0,0.0,0.0
1.2,89631,Green,1.2,0,0.0,0.0,0.0,0,0.0,0.0
1.3,89632,Green,1.3,0,0.0,0.0,0.0,0,0.0,0.0
1.4,89633,Green,1.4,0,0.0,0.0,0.0,0,0.0,0.0
1.5,89634,Green,1.5,0,0.0,0.0,0.0,0,0.0,0.0
1.6,89635,Green,1.6,0,0.0,0.0,0.0,0,0.0,0.0
1.7,89636,Green,1.7,0,0.0,0.0,0.0,0,0.0,0.0
1.8,89637,Green,1.8,0,0.0,0.0,0.0,0,0.0,0.0
1.9,89638,Green,1.9,0,0.0,0.0,0.0,0,0.0,0.0
2.0,89639,Green,2.0,0,0.0,0.0,0.0,0,0.0,0.0
2.1,89640,Green,2.1,0,0.0,0.0,0.0,0,0.0,0.0
2.2,89641,Green,2.2,0,0.0,0.0,0.0,0,0.0,0.0
2.3,89642,Green,2.3,0,0.0,0.0,0.0,0,0.0,0.0
2.4,89643,Green,2.4,0,0.0,0.0,0.0,0,0.0,0.0
2.5,89644,Green,2.5,0,0.0,0.0,0.0,0,0.0,0.0
2.6,89645,Green,2.6,0,0.0,0.0,0.0,0,0.0,0.0
2.7,89646,Green,2.7,0,0.0,0.0,0.0,0,0.0,0.0
2.8,89647,Green,2.8,0,0.0,0.0,0.0,0,0.0,0.0
2.9,89648,Green,2.9,0,0.0,0.0,0.0,0,0.0,0.0
3.0,89649,Green,3.0,0,0.0,0.0,0.0,0,0.0,0.0
3.1,89650,Green,3.1,0,0.0,0.0,0.0,0,0.0,0.0
3.2,89651,Green,3.2,0,0.0,0.0,0.0,0,0.0,0.0
3.3,89652,Green,3.3,0,0.0,0.0,0.0,0,0.0,0.0
3.4,89653,Green,3.4,0,0.0,0.0,0.0,0,0.0,0.0
3.5,89654,Green,3.5,0,0.0,0.0,0.0,0,0.0,0.0
3.6,89655,Green,3.6,0,0.0,0.0,0.0,0,0.0,0.0
3.7,89656,Green,3.7,0,0.0,0.0,0.0,0,0.0,0.0
3.8,89657,Green,3.8,0,0.0,0.0,0.0,0,0.0,0.0
3.9,89658,Green,3.9,0,0.0,0.0,0.0,0,0.0,0.0
4.0,89659,Green,4.0,0,0.0,0.0,0.0,0,0.0,0.0
4.1,89660,Green,4.1,0,0.0,0.0,0.0,0,0.0,0.0
4.2,89661,Green,4.2,0,0.0,0.0,0.0,0,0.0,0.0
4.3,89662,Green,4.3,0,0.0,0.0,0.0,0,0.0,0.0
4.4,89663,Green,4.4,0,0.0,0.0,0.0,0,0.0,0.0
4.5,89664,Green,4.5,0,0.0,0.0,0.0,0,0.0,0.0
4.6,89665,Yellow,0.1,0,0.0,0.0,0.0,0,0.0,0.0
4.7,89666,Yellow,0.2,0,0.0,0.0,0.0,0,0.0,0.0
4.8,89667,Yellow,0.3,0,0.0,0.0,0.0,0,0.0,0.0
4.9,89668,Yellow,0.4,0,0.0,0.0,0.0,0,0.0,0.0
5.0,89669,Yellow,0.5,0,0.0,0.0,0.0,0,0.0,0.0
5.1,89670,Yellow,0.6,0,0.0,0.0,0.0,0,0.0,0.0
5.2,89671,Yellow,0.7,0,0.0,0.0,0.0,0,0.0,0.0
5.3,89672,Yellow,0.8,0,0.0,0.0,0.0,0,0.0,0.0
5.4,89673,Yellow,0.9,0,0.0,0.0,0.0,0,0.0,0.0
5.5,89674,Yellow,1.0,0,0.0,0.0,0.0,0,0.0,0.0
5.6,89675,Yellow,1.1,0,0.0,0.0,0.0,0,0.0,0.0
5.7,89676,Yellow,1.2,0,0.0,0.0,0.0,0,0.0,0.0
5.8,89677,Yellow,1.3,0,0.0,0.0,0.0,0,0.0,0.0
5.9,89678,Yellow,1.4,0,0.0,0.0,0.0,0,0.0,0.0
6.0,89679,Yellow,1.5,0,0.0,0.0,0.0,0,0.0,0.0
6.1,89680,Yellow,1.6,0,0.0,0.0,0.0,0,0.0,0.0
6.2,89681,Yellow,1.7,0,0.0,0.0,0.0,0,0.0,0.0
6.3,89682,Yellow,1.8,0,0.0,0.0,0.0,0,0.0,0.0
6.4,89683,Yellow,1.9,0,0.0,0.0,0.0,0,0.0,0.0
6.5,89684,Yellow,2.0,0,0.0,0.0,0.0,0,0.0,0.0
6.6,89685,Yellow,2.1,0,0.0,0.0,0.0,0,0.0,0.0
6.7,89686,Yellow,2.2,0,0.0,0.0,0.0,0,0.0,0.0
6.8,89687,Yellow,2.3,0,0.0,0.0,0.0,0,0.0,0.0
6.9,89688,Yellow,2.4,0,0.0,0.0,0.0,0,0.0,0.0
7.0,89689,Yellow,2.5,0,0.0,0.0,0.0,0,0.0,0.0
7.1,89690,Yellow,2.6,0,0.0,0.0,0.0,0,0.0,0.0
7.2,89691,Yellow,2.7,0,0.0,0.0,0.0,0,0.0,0.0
7.3,89692,Yellow,2.8,0,0.0,0.0,0.0,0,0.0,0.0
7.4,89693,Yellow,2.9,0,0.0,0.0,0.0,0,0.0,0.0
7.5,89694,Yellow,3.0,0,0.0,0.0,0.0,0,0.0,0.0
7.6,89695,Yellow,3.1,0,0.0,0.0,0.0,0,0.0,0.0
7.7,89696,Red,0.1,0,0.0,0.0,0.0,0,0.0,0.0
7.8,89697,Red,0.2,0,0.0,0.0,0.0,0,0.0,0.0
7.9,89698,Red,0.3,0,0.0,0.0,0.0,0,0.0,0.0
8.0,89699,Red,0.4,0,0.0,0.0,0.0,0,0.0,0.0
8.1,89700,Red,0.5,0,0.0,0.0,0.0,0,0.0,0.0
8.2,89701,Red,0.6,0,0.0,0.0,0.0,0,0.0,0.0
8.3,89702,Red,0.7,0,0.0,0.0,0.0,0,0.0,0.0
8.4,89703,Red,0.8,0,0.0,0.0,0.0,0,0.0,0.0
8.5,89704,Red,0.9,0,0.0,0.0,0.0,0,0.0,0.0
8.6,89705,Red,1.0,0,0.0,0.0,0.0,0,0.0,0.0
8.7,89706,Red,1.1,0,0.0,0.0,0.0,0,0.0,0.0
