decision_step,episode_id,action,reward,done,obs_json,next_obs_json
83,1,1,-14.036365449428558,False,"[0.0, 2.4294465106322605e-08, 0.09527052938938141, 0.09527052938938141, 0.0, 0.1358870267868042, 0.0, 0.1666666716337204, 1.0]","[0.0, 1.9385104632618777e-11, 0.13566754758358002, 0.13566754758358002, 0.0, 0.08696769922971725, 0.0, 0.20000000298023224, 1.0]"
84,1,1,-18.810823011398316,False,"[0.0, 1.9385104632618777e-11, 0.13566754758358002, 0.13566754758358002, 0.0, 0.08696769922971725, 0.0, 0.20000000298023224, 1.0]","[0.0, 1.5467814339477706e-14, 0.17543983459472656, 0.17543983459472656, 0.0, 0.055659327656030655, 0.0, 0.23333333432674408, 1.0]"
85,1,1,-14.72434264421463,False,"[0.0, 1.5467814339477706e-14, 0.17543983459472656, 0.17543983459472656, 0.0, 0.055659327656030655, 0.0, 0.23333333432674408, 1.0]","[0.0, 1.2342119555984248e-17, 0.0, 0.0, 0.0, 0.035621970891952515, 0.0, 0.0016666667070239782, 1.0]"
86,1,1,-0.0,False,"[0.0, 1.2342119555984248e-17, 0.0, 0.0, 0.0, 0.035621970891952515, 0.0, 0.0016666667070239782, 1.0]","[0.0, 9.848056943886891e-21, 0.0, 0.0, 0.0, 0.02279805950820446, 0.0, 0.03500000014901161, 1.0]"
87,1,1,-0.3482373714447021,False,"[0.0, 9.848056943886891e-21, 0.0, 0.0, 0.0, 0.02279805950820446, 0.0, 0.03500000014901161, 1.0]","[0.05000000074505806, 0.058219049125909805, 0.008447917178273201, 0.012448346242308617, 0.0, 0.014590758830308914, 0.0, 0.01666666753590107, 1.0]"
88,1,0,-4.260763418674468,False,"[0.05000000074505806, 0.058219049125909805, 0.008447917178273201, 0.012448346242308617, 0.0, 0.014590758830308914, 0.0, 0.01666666753590107, 1.0]","[0.05000000074505806, 0.058353062719106674, 0.04195080325007439, 0.04583761841058731, 0.0, 0.32933807373046875, 0.0, 0.05000000074505806, 0.0]"
89,1,0,-8.140215468406677,False,"[0.05000000074505806, 0.058353062719106674, 0.04195080325007439, 0.04583761841058731, 0.0, 0.32933807373046875, 0.0, 0.05000000074505806, 0.0]","[0.0, 8.808577695162967e-05, 0.08726269006729126, 0.08726269006729126, 0.0, 0.21077637374401093, 0.0, 0.0833333358168602, 0.0]"
90,1,0,-13.043063926696778,False,"[0.0, 8.808577695162967e-05, 0.08726269006729126, 0.08726269006729126, 0.0, 0.21077637374401093, 0.0, 0.0833333358168602, 0.0]","[0.0, 7.028563686617417e-08, 0.12865203619003296, 0.12865203619003296, 0.0, 0.1348968744277954, 0.0, 0.11666666716337204, 0.0]"
91,1,0,-17.94310544729233,False,"[0.0, 7.028563686617417e-08, 0.12865203619003296, 0.12865203619003296, 0.0, 0.1348968744277954, 0.0, 0.11666666716337204, 0.0]","[0.0, 5.60825032247525e-11, 0.16816028952598572, 0.16816028952598572, 0.0, 0.08633400499820709, 0.0, 0.15000000596046448, 0.0]"
92,1,0,-9.618869841098785,False,"[0.0, 5.60825032247525e-11, 0.16816028952598572, 0.16816028952598572, 0.0, 0.08633400499820709, 0.0, 0.15000000596046448, 0.0]","[0.0, 4.474950276870185e-14, 0.0, 0.0, 0.0, 0.0552537627518177, 0.0, 0.18333333730697632, 0.0]"
93,1,1,-0.1,False,"[0.0, 4.474950276870185e-14, 0.0, 0.0, 0.0, 0.0552537627518177, 0.0, 0.18333333730697632, 0.0]","[0.0, 3.570664080428053e-17, 0.0, 0.0, 0.0, 0.03536240756511688, 0.0, 0.03333333507180214, 1.0]"
94,1,1,-0.0,False,"[0.0, 3.570664080428053e-17, 0.0, 0.0, 0.0, 0.03536240756511688, 0.0, 0.03333333507180214, 1.0]","[0.0, 2.849113760013799e-20, 0.0, 0.0, 0.0, 0.022631941363215446, 0.0, 0.06666667014360428, 1.0]"
95,1,1,-0.0,False,"[0.0, 2.849113760013799e-20, 0.0, 0.0, 0.0, 0.022631941363215446, 0.0, 0.06666667014360428, 1.0]","[0.0, 2.273372488823931e-23, 0.0, 0.0, 0.0, 0.014484441839158535, 0.0, 0.10000000149011612, 1.0]"
96,1,1,-0.0,False,"[0.0, 2.273372488823931e-23, 0.0, 0.0, 0.0, 0.014484441839158535, 0.0, 0.10000000149011612, 1.0]","[0.0, 1.8139754826456103e-26, 0.0, 0.0, 0.0, 0.00927004311233759, 0.0, 0.13333334028720856, 1.0]"
97,1,1,-0.0,False,"[0.0, 1.8139754826456103e-26, 0.0, 0.0, 0.0, 0.00927004311233759, 0.0, 0.13333334028720856, 1.0]","[0.0, 1.447412036235291e-29, 0.0, 0.0, 0.0, 0.005932827480137348, 0.0, 0.1666666716337204, 1.0]"
98,1,1,-0.0,False,"[0.0, 1.447412036235291e-29, 0.0, 0.0, 0.0, 0.005932827480137348, 0.0, 0.1666666716337204, 1.0]","[0.0, 1.1549229058093098e-32, 0.0, 0.0, 0.0, 0.003797009587287903, 0.0, 0.20000000298023224, 1.0]"
99,1,1,-0.0,False,"[0.0, 1.1549229058093098e-32, 0.0, 0.0, 0.0, 0.003797009587287903, 0.0, 0.20000000298023224, 1.0]","[0.0, 9.215391421697463e-36, 0.0, 0.0, 0.0, 0.0024300862569361925, 0.0, 0.23333333432674408, 1.0]"
100,1,1,-0.4798103094100952,False,"[0.0, 9.215391421697463e-36, 0.0, 0.0, 0.0, 0.0024300862569361925, 0.0, 0.23333333432674408, 1.0]","[0.0, 0.0008647201466374099, 0.016667120158672333, 0.016667120158672333, 0.0, 0.10155525803565979, 0.0, 0.2666666805744171, 1.0]"
101,1,1,-4.7511461019515995,False,"[0.0, 0.0008647201466374099, 0.016667120158672333, 0.016667120158672333, 0.0, 0.10155525803565979, 0.0, 0.2666666805744171, 1.0]","[0.0, 6.899797995174595e-07, 0.05914681777358055, 0.05914681777358055, 0.0, 0.06499536335468292, 0.0, 0.30000001192092896, 1.0]"
102,1,1,-9.605813753604888,False,"[0.0, 6.899797995174595e-07, 0.05914681777358055, 0.05914681777358055, 0.0, 0.06499536335468292, 0.0, 0.30000001192092896, 1.0]","[0.0, 5.505505495939644e-10, 0.09932325035333633, 0.09932325035333633, 0.0, 0.04159703105688095, 0.0, 0.3333333432674408, 1.0]"
103,1,1,-14.470635783672332,False,"[0.0, 5.505505495939644e-10, 0.09932325035333633, 0.09932325035333633, 0.0, 0.04159703105688095, 0.0, 0.3333333432674408, 1.0]","[0.0, 4.3929673809207925e-13, 0.14142648875713348, 0.14142648875713348, 0.0, 0.026622101664543152, 0.0, 0.36666667461395264, 1.0]"
104,1,1,-12.476940578222273,False,"[0.0, 4.3929673809207925e-13, 0.14142648875713348, 0.14142648875713348, 0.0, 0.026622101664543152, 0.0, 0.36666667461395264, 1.0]","[0.10000000149011612, 0.09549892693758011, 0.06009851023554802, 0.18522030115127563, 0.0, 0.3170381486415863, 0.0, 0.4000000059604645, 1.0]"
105,1,0,-10.871391348044078,False,"[0.10000000149011612, 0.09549892693758011, 0.06009851023554802, 0.18522030115127563, 0.0, 0.3170381486415863, 0.0, 0.4000000059604645, 1.0]","[0.0, 0.007291234564036131, 0.060748208314180374, 0.060748208314180374, 0.0, 0.20290441811084747, 0.0, 0.03333333507180214, 0.0]"
106,1,0,-9.753239607810974,False,"[0.0, 0.007291234564036131, 0.060748208314180374, 0.060748208314180374, 0.0, 0.20290441811084747, 0.0, 0.03333333507180214, 0.0]","[0.0, 5.81784161113319e-06, 0.09998361021280289, 0.09998361021280289, 0.0, 0.1298588216304779, 0.0, 0.06666667014360428, 0.0]"
107,1,0,-14.594798302650451,False,"[0.0, 5.81784161113319e-06, 0.09998361021280289, 0.09998361021280289, 0.0, 0.1298588216304779, 0.0, 0.06666667014360428, 0.0]","[0.0, 4.642187523273833e-09, 0.14112810790538788, 0.14112810790538788, 0.0, 0.08310964703559875, 0.0, 0.10000000149011612, 0.0]"
108,1,0,-19.384160578250885,False,"[0.0, 4.642187523273833e-09, 0.14112810790538788, 0.14112810790538788, 0.0, 0.08310964703559875, 0.0, 0.10000000149011612, 0.0]","[0.0, 3.704106465995949e-12, 0.17977891862392426, 0.17977891862392426, 0.0, 0.05319017544388771, 0.0, 0.013333333656191826, 0.0]"
109,1,0,-20.076568710803986,False,"[0.0, 3.704106465995949e-12, 0.17977891862392426, 0.17977891862392426, 0.0, 0.05319017544388771, 0.0, 0.013333333656191826, 0.0]","[0.0, 2.9555906028535302e-15, 0.0, 0.0, 0.0, 0.03404171019792557, 0.0, 0.046666666865348816, 0.0]"
110,1,1,-0.1,False,"[0.0, 2.9555906028535302e-15, 0.0, 0.0, 0.0, 0.03404171019792557, 0.0, 0.046666666865348816, 0.0]","[0.0, 2.35833266503385e-18, 0.0, 0.0, 0.0, 0.02178669534623623, 0.0, 0.028333334252238274, 1.0]"
111,1,1,-0.0,False,"[0.0, 2.35833266503385e-18, 0.0, 0.0, 0.0, 0.02178669534623623, 0.0, 0.028333334252238274, 1.0]","[0.0, 1.8817672311049475e-21, 0.0, 0.0, 0.0, 0.013943484984338284, 0.0, 0.061666667461395264, 1.0]"
112,1,1,-0.0,False,"[0.0, 1.8817672311049475e-21, 0.0, 0.0, 0.0, 0.013943484984338284, 0.0, 0.061666667461395264, 1.0]","[0.0, 1.5015046335775114e-24, 0.0, 0.0, 0.0, 0.008923830464482307, 0.0, 0.0949999988079071, 1.0]"
113,1,1,-0.0,False,"[0.0, 1.5015046335775114e-24, 0.0, 0.0, 0.0, 0.008923830464482307, 0.0, 0.0949999988079071, 1.0]","[0.0, 1.1980846183273505e-27, 0.0, 0.0, 0.0, 0.005711251404136419, 0.0, 0.12833333015441895, 1.0]"
114,1,1,-0.0,False,"[0.0, 1.1980846183273505e-27, 0.0, 0.0, 0.0, 0.005711251404136419, 0.0, 0.12833333015441895, 1.0]","[0.0, 9.55978868207359e-31, 0.0, 0.0, 0.0, 0.003655201056972146, 0.0, 0.1616666615009308, 1.0]"
115,1,1,-1.3030824422836305,False,"[0.0, 9.55978868207359e-31, 0.0, 0.0, 0.0, 0.003655201056972146, 0.0, 0.1616666615009308, 1.0]","[0.0, 0.00010173345799557865, 0.02806256152689457, 0.02806256152689457, 0.0, 0.10233932733535767, 0.0, 0.19499999284744263, 1.0]"
116,1,1,-5.809794342517852,False,"[0.0, 0.00010173345799557865, 0.02806256152689457, 0.02806256152689457, 0.0, 0.10233932733535767, 0.0, 0.19499999284744263, 1.0]","[0.0, 8.117543615071554e-08, 0.06681489199399948, 0.06681489199399948, 0.0, 0.06549716740846634, 0.0, 0.22833333909511566, 1.0]"
117,1,1,-10.470103025436401,False,"[0.0, 8.117543615071554e-08, 0.06681489199399948, 0.06681489199399948, 0.0, 0.06549716740846634, 0.0, 0.22833333909511566, 1.0]","[0.0, 6.477171576868557e-11, 0.10541849583387375, 0.10541849583387375, 0.0, 0.04191818833351135, 0.0, 0.2616666555404663, 1.0]"
118,1,1,-12.695304191112518,False,"[0.0, 6.477171576868557e-11, 0.10541849583387375, 0.10541849583387375, 0.0, 0.04191818833351135, 0.0, 0.2616666555404663, 1.0]","[0.0, 0.01095150038599968, 0.05209668353199959, 0.14469397068023682, 0.0, 0.02682764083147049, 0.0, 0.29499998688697815, 1.0]"
119,1,1,-9.235487496852874,False,"[0.0, 0.01095150038599968, 0.05209668353199959, 0.14469397068023682, 0.0, 0.02682764083147049, 0.0, 0.29499998688697815, 1.0]","[0.0, 8.738449650991242e-06, 0.09940999001264572, 0.19200727343559265, 0.0, 0.17716969549655914, 0.0, 0.3283333480358124, 1.0]"
120,1,1,-16.000646245479583,True,"[0.0, 8.738449650991242e-06, 0.09940999001264572, 0.19200727343559265, 0.0, 0.17716969549655914, 0.0, 0.3283333480358124, 1.0]","[0.0, 6.972607380362206e-09, 0.1649748682975769, 0.23344598710536957, 0.0, 0.11338860541582108, 0.0, 0.3616666793823242, 1.0]"
1,2,0,-11.523387253284454,False,"[0.0, 8.203202561674061e-10, 0.12280873209238052, 0.12280873209238052, 0.0, 0.09071087837219238, 0.0, 0.37166666984558105, 0.0]","[0.0, 6.545521503281693e-13, 0.0, 0.0, 0.0, 0.05805496498942375, 0.0, 0.4050000011920929, 0.0]"
2,2,0,-0.0,False,"[0.0, 6.545521503281693e-13, 0.0, 0.0, 0.0, 0.05805496498942375, 0.0, 0.4050000011920929, 0.0]","[0.0, 5.222819975846593e-16, 0.0, 0.0, 0.0, 0.03715517744421959, 0.0, 0.43833333253860474, 0.0]"
3,2,0,-0.0,False,"[0.0, 5.222819975846593e-16, 0.0, 0.0, 0.0, 0.03715517744421959, 0.0, 0.43833333253860474, 0.0]","[0.0, 4.1674062363942204e-19, 0.0, 0.0, 0.0, 0.023779314011335373, 0.0, 0.4716666638851166, 0.0]"
4,2,0,-0.0,False,"[0.0, 4.1674062363942204e-19, 0.0, 0.0, 0.0, 0.023779314011335373, 0.0, 0.4716666638851166, 0.0]","[0.0, 3.3252680819470886e-22, 0.0, 0.0, 0.0, 0.015218760818243027, 0.0, 0.0016666667070239782, 0.0]"
5,2,0,-0.0,False,"[0.0, 3.3252680819470886e-22, 0.0, 0.0, 0.0, 0.015218760818243027, 0.0, 0.0016666667070239782, 0.0]","[0.0, 2.653306784136289e-25, 0.0, 0.0, 0.0, 0.009740007109940052, 0.0, 0.03500000014901161, 0.0]"
6,2,1,-0.1,False,"[0.0, 2.653306784136289e-25, 0.0, 0.0, 0.0, 0.009740007109940052, 0.0, 0.03500000014901161, 0.0]","[0.0, 2.117133621112327e-28, 0.0, 0.0, 0.0, 0.006233604159206152, 0.0, 0.06833333522081375, 1.0]"
7,2,1,-0.0,False,"[0.0, 2.117133621112327e-28, 0.0, 0.0, 0.0, 0.006233604159206152, 0.0, 0.06833333522081375, 1.0]","[0.0, 1.6893088090384635e-31, 0.0, 0.0, 0.0, 0.003989506978541613, 0.0, 0.10166666656732559, 1.0]"
8,2,1,-0.0,False,"[0.0, 1.6893088090384635e-31, 0.0, 0.0, 0.0, 0.003989506978541613, 0.0, 0.10166666656732559, 1.0]","[0.0, 1.3479377649667343e-34, 0.0, 0.0, 0.0, 0.002553284401074052, 0.0, 0.13500000536441803, 1.0]"
9,2,1,-0.0,False,"[0.0, 1.3479377649667343e-34, 0.0, 0.0, 0.0, 0.002553284401074052, 0.0, 0.13500000536441803, 1.0]","[0.0, 1.0755501570225729e-37, 0.0, 0.0, 0.0, 0.0016341019654646516, 0.0, 0.0016666667070239782, 1.0]"
10,2,1,-0.0,False,"[0.0, 1.0755501570225729e-37, 0.0, 0.0, 0.0, 0.0016341019654646516, 0.0, 0.0016666667070239782, 1.0]","[0.0, 8.58211231491091e-41, 0.0, 0.0, 0.0, 0.0010458253091201186, 0.0, 0.03500000014901161, 1.0]"
11,2,1,-0.8669681549072266,False,"[0.0, 8.58211231491091e-41, 0.0, 0.0, 0.0, 0.0010458253091201186, 0.0, 0.03500000014901161, 1.0]","[0.0, 0.0002965989988297224, 0.022761041298508644, 0.022761041298508644, 0.0, 0.10066933184862137, 0.0, 0.01666666753590107, 1.0]"
12,2,1,-5.223380613327026,False,"[0.0, 0.0002965989988297224, 0.022761041298508644, 0.022761041298508644, 0.0, 0.10066933184862137, 0.0, 0.01666666753590107, 1.0]","[0.0, 2.3666306958602945e-07, 0.06263648718595505, 0.06263648718595505, 0.0, 0.06442836672067642, 0.0, 0.05000000074505806, 1.0]"
13,2,1,-10.266580080986023,False,"[0.0, 2.3666306958602945e-07, 0.06263648718595505, 0.06263648718595505, 0.0, 0.06442836672067642, 0.0, 0.05000000074505806, 1.0]","[0.0, 1.8883883345921504e-10, 0.11141084134578705, 0.11141084134578705, 0.0, 0.04123415797948837, 0.0, 0.0833333358168602, 1.0]"
14,2,1,-16.978557765483856,False,"[0.0, 1.8883883345921504e-10, 0.11141084134578705, 0.11141084134578705, 0.0, 0.04123415797948837, 0.0, 0.0833333358168602, 1.0]","[0.0, 1.5067878585475758e-13, 0.16319386661052704, 0.16319386661052704, 0.0, 0.02638985961675644, 0.0, 0.11666666716337204, 1.0]"
15,2,1,-22.182103395462036,False,"[0.0, 1.5067878585475758e-13, 0.16319386661052704, 0.16319386661052704, 0.0, 0.02638985961675644, 0.0, 0.11666666716337204, 1.0]","[0.0, 1.2023001382031293e-16, 0.20483426749706268, 0.20483426749706268, 0.0, 0.016889510676264763, 0.0, 0.15000000596046448, 1.0]"
16,2,1,-2.4962255358695984,False,"[0.0, 1.2023001382031293e-16, 0.20483426749706268, 0.20483426749706268, 0.0, 0.016889510676264763, 0.0, 0.15000000596046448, 1.0]","[0.0, 9.59342554818378e-20, 0.0, 0.0, 0.0, 0.010809286497533321, 0.0, 0.18333333730697632, 1.0]"
17,2,1,-1.6764425754547119,False,"[0.0, 9.59342554818378e-20, 0.0, 0.0, 0.0, 0.010809286497533321, 0.0, 0.18333333730697632, 1.0]","[0.0, 0.0003681297821458429, 0.03175302967429161, 0.032801467925310135, 0.0, 0.16691794991493225, 0.0, 0.21666666865348816, 1.0]"
18,2,1,-4.160559340318043,False,"[0.0, 0.0003681297821458429, 0.03175302967429161, 0.032801467925310135, 0.0, 0.16691794991493225, 0.0, 0.21666666865348816, 1.0]","[0.0, 0.0008227924699895084, 0.04335075244307518, 0.07279495149850845, 0.0, 0.2668274939060211, 0.0, 0.25, 1.0]"
19,2,1,-7.953133610884348,False,"[0.0, 0.0008227924699895084, 0.04335075244307518, 0.07279495149850845, 0.0, 0.2668274939060211, 0.0, 0.25, 1.0]","[0.0, 6.565247758771875e-07, 0.08995197713375092, 0.111581951379776, 0.0, 0.1707695871591568, 0.0, 0.28333333134651184, 1.0]"
20,2,1,-13.473315060138702,False,"[0.0, 6.565247758771875e-07, 0.08995197713375092, 0.111581951379776, 0.0, 0.1707695871591568, 0.0, 0.28333333134651184, 1.0]","[0.0, 5.238559586118186e-10, 0.13239917159080505, 0.15402914583683014, 0.0, 0.10929253697395325, 0.0, 0.3166666626930237, 1.0]"
21,2,1,-18.68680499792099,False,"[0.0, 5.238559586118186e-10, 0.13239917159080505, 0.15402914583683014, 0.0, 0.10929253697395325, 0.0, 0.3166666626930237, 1.0]","[0.0, 4.1799655642153766e-13, 0.17541566491127014, 0.19704563915729523, 0.0, 0.06994722038507462, 0.0, 0.3499999940395355, 1.0]"
22,2,1,-25.009084606170653,False,"[0.0, 4.1799655642153766e-13, 0.17541566491127014, 0.19704563915729523, 0.0, 0.06994722038507462, 0.0, 0.3499999940395355, 1.0]","[0.0, 3.335289373904946e-16, 0.23753400146961212, 0.23753400146961212, 0.0, 0.044766224920749664, 0.0, 0.38333332538604736, 1.0]"
23,2,1,-22.87752847671509,False,"[0.0, 3.335289373904946e-16, 0.23753400146961212, 0.23753400146961212, 0.0, 0.044766224920749664, 0.0, 0.38333332538604736, 1.0]","[0.0, 2.661302918921517e-19, 0.0, 0.0, 0.0, 0.028650382533669472, 0.0, 0.4166666567325592, 1.0]"
24,2,1,-0.19352898001670837,False,"[0.0, 2.661302918921517e-19, 0.0, 0.0, 0.0, 0.028650382533669472, 0.0, 0.4166666567325592, 1.0]","[0.05000000074505806, 0.017521049827337265, 0.004855903796851635, 0.00971180759370327, 0.0, 0.11833624541759491, 0.0, 0.44999998807907104, 1.0]"
25,2,0,-3.753686009645462,False,"[0.05000000074505806, 0.017521049827337265, 0.004855903796851635, 0.00971180759370327, 0.0, 0.11833624541759491, 0.0, 0.44999998807907104, 1.0]","[0.20000000298023224, 0.20284037292003632, 0.026409607380628586, 0.03885125741362572, 0.0, 0.49573519825935364, 0.0, 0.4833333194255829, 0.0]"
26,2,0,-3.312278839945793,False,"[0.20000000298023224, 0.20284037292003632, 0.026409607380628586, 0.03885125741362572, 0.0, 0.49573519825935364, 0.0, 0.4833333194255829, 0.0]","[0.05000000074505806, 0.047868866473436356, 0.023064272478222847, 0.04628858342766762, 0.0, 0.5972705483436584, 0.0, 0.5166666507720947, 0.0]"
27,2,0,-4.562714034914971,False,"[0.05000000074505806, 0.047868866473436356, 0.023064272478222847, 0.04628858342766762, 0.0, 0.5972705483436584, 0.0, 0.5166666507720947, 0.0]","[0.05000000074505806, 0.061328332871198654, 0.04670678824186325, 0.0847182497382164, 0.0, 0.5622531175613403, 0.0, 0.013333333656191826, 0.0]"
28,2,0,-9.20418269832929,False,"[0.05000000074505806, 0.061328332871198654, 0.04670678824186325, 0.0847182497382164, 0.0, 0.5622531175613403, 0.0, 0.013333333656191826, 0.0]","[0.0, 0.000997702474705875, 0.1001836434006691, 0.12974748015403748, 0.0, 0.3598420023918152, 0.0, 0.046666666865348816, 0.0]"
29,2,0,-15.339782663186392,False,"[0.0, 0.000997702474705875, 0.1001836434006691, 0.12974748015403748, 0.0, 0.3598420023918152, 0.0, 0.046666666865348816, 0.0]","[0.0, 7.960894663483487e-07, 0.15034283697605133, 0.1799066811800003, 0.0, 0.23029889166355133, 0.0, 0.07999999821186066, 0.0]"
30,2,1,-22.370387001832327,False,"[0.0, 7.960894663483487e-07, 0.15034283697605133, 0.1799066811800003, 0.0, 0.23029889166355133, 0.0, 0.07999999821186066, 0.0]","[0.0, 6.352178227864158e-10, 0.21382637321949005, 0.2341063767671585, 0.0, 0.14739128947257996, 0.0, 0.1133333370089531, 1.0]"
31,2,1,-28.599071884155272,False,"[0.0, 6.352178227864158e-10, 0.21382637321949005, 0.2341063767671585, 0.0, 0.14739128947257996, 0.0, 0.1133333370089531, 1.0]","[0.0, 5.068547036073123e-13, 0.25966179370880127, 0.2799418270587921, 0.0, 0.09433042258024216, 0.0, 0.14666666090488434, 1.0]"
32,2,1,-24.09358867406845,False,"[0.0, 5.068547036073123e-13, 0.25966179370880127, 0.2799418270587921, 0.0, 0.09433042258024216, 0.0, 0.14666666090488434, 1.0]","[0.0, 4.0443083609204066e-16, 0.0, 0.0, 0.0, 0.06037146970629692, 0.0, 0.013333333656191826, 1.0]"
33,2,1,-0.0,False,"[0.0, 4.0443083609204066e-16, 0.0, 0.0, 0.0, 0.06037146970629692, 0.0, 0.013333333656191826, 1.0]","[0.0, 3.2270453440589176e-19, 0.0, 0.0, 0.0, 0.03863774240016937, 0.0, 0.046666666865348816, 1.0]"
34,2,1,-0.0,False,"[0.0, 3.2270453440589176e-19, 0.0, 0.0, 0.0, 0.03863774240016937, 0.0, 0.046666666865348816, 1.0]","[0.0, 2.5749326189821743e-22, 0.0, 0.0, 0.0, 0.02472815476357937, 0.0, 0.028333334252238274, 1.0]"
35,2,1,-0.0,False,"[0.0, 2.5749326189821743e-22, 0.0, 0.0, 0.0, 0.02472815476357937, 0.0, 0.028333334252238274, 1.0]","[0.0, 2.054597102333309e-25, 0.0, 0.0, 0.0, 0.015826018527150154, 0.0, 0.061666667461395264, 1.0]"
36,2,1,-0.0,False,"[0.0, 2.054597102333309e-25, 0.0, 0.0, 0.0, 0.015826018527150154, 0.0, 0.061666667461395264, 1.0]","[0.0, 1.6394095873019898e-28, 0.0, 0.0, 0.0, 0.01012865174561739, 0.0, 0.0949999988079071, 1.0]"
37,2,1,-0.0,False,"[0.0, 1.6394095873019898e-28, 0.0, 0.0, 0.0, 0.01012865174561739, 0.0, 0.0949999988079071, 1.0]","[0.0, 1.308122087041384e-31, 0.0, 0.0, 0.0, 0.006482337135821581, 0.0, 0.12833333015441895, 1.0]"
38,2,1,-0.0,False,"[0.0, 1.308122087041384e-31, 0.0, 0.0, 0.0, 0.006482337135821581, 0.0, 0.12833333015441895, 1.0]","[0.0, 1.0437802088126502e-34, 0.0, 0.0, 0.0, 0.004148696083575487, 0.0, 0.1616666615009308, 1.0]"
39,2,1,-0.0,False,"[0.0, 1.0437802088126502e-34, 0.0, 0.0, 0.0, 0.004148696083575487, 0.0, 0.1616666615009308, 1.0]","[0.0, 8.328559128698434e-38, 0.0, 0.0, 0.0, 0.002655165269970894, 0.0, 0.19499999284744263, 1.0]"
40,2,1,-2.8103146135807036,False,"[0.0, 8.328559128698434e-38, 0.0, 0.0, 0.0, 0.002655165269970894, 0.0, 0.19499999284744263, 1.0]","[0.10000000149011612, 0.10048133879899979, 0.03387102112174034, 0.03884495422244072, 0.0, 0.3216992914676666, 0.0, 0.22833333909511566, 1.0]"
41,2,0,-5.229334656397501,False,"[0.10000000149011612, 0.10048133879899979, 0.03387102112174034, 0.03884495422244072, 0.0, 0.3216992914676666, 0.0, 0.22833333909511566, 1.0]","[0.05000000074505806, 0.050081804394721985, 0.04997846484184265, 0.07960334420204163, 0.0, 0.3658875524997711, 0.0, 0.2616666555404663, 0.0]"
42,2,0,-9.05622684955597,False,"[0.05000000074505806, 0.050081804394721985, 0.04997846484184265, 0.07960334420204163, 0.0, 0.3658875524997711, 0.0, 0.2616666555404663, 0.0]","[0.0, 0.0006921296590007842, 0.09348127245903015, 0.1201140359044075, 0.0, 0.23416803777217865, 0.0, 0.29499998688697815, 0.0]"
43,2,0,-13.711130690574645,False,"[0.0, 0.0006921296590007842, 0.09348127245903015, 0.1201140359044075, 0.0, 0.23416803777217865, 0.0, 0.29499998688697815, 0.0]","[0.0, 5.522659307644062e-07, 0.13258643448352814, 0.15921920537948608, 0.0, 0.14986754953861237, 0.0, 0.3283333480358124, 0.0]"
44,2,0,-17.57250605225563,False,"[0.0, 5.522659307644062e-07, 0.13258643448352814, 0.15921920537948608, 0.0, 0.14986754953861237, 0.0, 0.3283333480358124, 0.0]","[0.0, 4.4066550408672356e-10, 0.14496663212776184, 0.14496663212776184, 0.0, 0.09591522812843323, 0.0, 0.3616666793823242, 0.0]"
45,2,0,-19.881645369529725,False,"[0.0, 4.4066550408672356e-10, 0.14496663212776184, 0.14496663212776184, 0.0, 0.09591522812843323, 0.0, 0.3616666793823242, 0.0]","[0.0, 3.5161698314252476e-13, 0.1844385415315628, 0.1844385415315628, 0.0, 0.06138574704527855, 0.0, 0.39500001072883606, 0.0]"
46,2,1,-16.932992053031924,False,"[0.0, 3.5161698314252476e-13, 0.1844385415315628, 0.1844385415315628, 0.0, 0.06138574704527855, 0.0, 0.39500001072883606, 0.0]","[0.0, 2.8056317310529513e-16, 0.0, 0.0, 0.0, 0.03928687795996666, 0.0, 0.03333333507180214, 1.0]"
47,2,1,-1.7715699791908264,False,"[0.0, 2.8056317310529513e-16, 0.0, 0.0, 0.0, 0.03928687795996666, 0.0, 0.03333333507180214, 1.0]","[0.0, 4.984939732821658e-05, 0.033979035913944244, 0.033979035913944244, 0.0, 0.10514359921216965, 0.0, 0.06666667014360428, 1.0]"
48,2,1,-4.76277964413166,False,"[0.0, 4.984939732821658e-05, 0.033979035913944244, 0.033979035913944244, 0.0, 0.10514359921216965, 0.0, 0.06666667014360428, 1.0]","[0.05000000074505806, 0.054097045212984085, 0.02684677764773369, 0.07586318999528885, 0.0, 0.3672918975353241, 0.0, 0.10000000149011612, 1.0]"
49,2,1,-6.253694111108781,False,"[0.05000000074505806, 0.054097045212984085, 0.02684677764773369, 0.07586318999528885, 0.0, 0.3672918975353241, 0.0, 0.10000000149011612, 1.0]","[0.0, 0.005885719321668148, 0.07115694135427475, 0.11520028114318848, 0.0, 0.23506681621074677, 0.0, 0.13333334028720856, 1.0]"
50,2,1,-12.578030182917912,False,"[0.0, 0.005885719321668148, 0.07115694135427475, 0.11520028114318848, 0.0, 0.23506681621074677, 0.0, 0.13333334028720856, 1.0]","[0.0, 4.696348696597852e-06, 0.12460828572511673, 0.15476445853710175, 0.0, 0.15044276416301727, 0.0, 0.1666666716337204, 1.0]"
51,2,1,-17.674640250205993,False,"[0.0, 4.696348696597852e-06, 0.12460828572511673, 0.15476445853710175, 0.0, 0.15044276416301727, 0.0, 0.1666666716337204, 1.0]","[0.0, 3.747322896430205e-09, 0.16726328432559967, 0.1974194496870041, 0.0, 0.09628336876630783, 0.0, 0.20000000298023224, 1.0]"
