decision_step,episode_id,action,phase,reward,state,queue_count,avg_wait,num_long_wait_60s,time_in_state
77,1,0,0,-76.4022048830986,Red,0,98.76548504829407,1,26.300000000000104
78,1,1,1,-103.55173079967498,Green,0,103.9816517829895,1,2.0000000000000004
79,1,1,1,-108.9112678527832,Green,0,109.61054706573486,1,4.000000000000002
80,1,1,1,-80.10677972038584,Green,1,29.6897212266922,1,5.999999999999995
81,1,1,1,-37.43816837668419,Green,0,43.64169096946716,1,7.999999999999988
82,1,1,1,-11.037125790119171,Green,0,11.4324631690979,0,9.99999999999998
83,1,1,1,-14.036365449428558,Green,0,16.28010630607605,0,11.999999999999973
84,1,1,1,-18.810823011398316,Green,0,21.052780389785767,0,13.999999999999966
85,1,1,1,-14.72434264421463,Yellow,0,0.0,0,0.1
86,1,1,1,-0.0,Yellow,0,0.0,0,2.1000000000000005
87,1,1,1,-0.3482373714447021,Red,1,1.0137500762939453,0,0.9999999999999999
88,1,0,0,-4.260763418674468,Red,1,5.0340962409973145,0,3.0000000000000013
89,1,0,0,-8.140215468406677,Red,0,10.47152304649353,0,4.999999999999998
90,1,0,0,-13.043063926696778,Red,0,15.438243865966797,0,6.999999999999991
91,1,0,0,-17.94310544729233,Red,0,20.179234981536865,0,8.999999999999984
92,1,0,0,-9.618869841098785,Red,0,0.0,0,10.999999999999977
93,1,1,1,-0.1,Green,0,0.0,0,2.0000000000000004
94,1,1,1,-0.0,Green,0,0.0,0,4.000000000000002
95,1,1,1,-0.0,Green,0,0.0,0,5.999999999999995
96,1,1,1,-0.0,Green,0,0.0,0,7.999999999999988
97,1,1,1,-0.0,Green,0,0.0,0,9.99999999999998
98,1,1,1,-0.0,Green,0,0.0,0,11.999999999999973
99,1,1,1,-0.0,Green,0,0.0,0,13.999999999999966
100,1,1,1,-0.4798103094100952,Green,0,2.000054359436035,0,15.99999999999996
101,1,1,1,-4.7511461019515995,Green,0,7.097618341445923,0,17.999999999999986
102,1,1,1,-9.605813753604888,Green,0,11.918789863586426,0,20.000000000000014
103,1,1,1,-14.470635783672332,Green,0,16.97117805480957,0,22.000000000000043
104,1,1,1,-12.476940578222273,Green,2,7.2118213176727295,0,24.00000000000007
105,1,0,0,-10.871391348044078,Red,0,7.289785146713257,0,2.0000000000000004
106,1,0,0,-9.753239607810974,Red,0,11.998033046722412,0,4.000000000000002
107,1,0,0,-14.594798302650451,Red,0,16.935373783111572,0,5.999999999999995
108,1,0,0,-19.384160578250885,Yellow,0,21.573471069335938,0,0.7999999999999999
109,1,0,0,-20.076568710803986,Yellow,0,0.0,0,2.800000000000001
110,1,1,1,-0.1,Red,0,0.0,0,1.7000000000000004
111,1,1,1,-0.0,Red,0,0.0,0,3.700000000000002
112,1,1,1,-0.0,Red,0,0.0,0,5.699999999999996
113,1,1,1,-0.0,Red,0,0.0,0,7.699999999999989
114,1,1,1,-0.0,Red,0,0.0,0,9.699999999999982
115,1,1,1,-1.3030824422836305,Red,0,3.3675074577331543,0,11.699999999999974
116,1,1,1,-5.809794342517852,Red,0,8.017786741256714,0,13.699999999999967
117,1,1,1,-10.470103025436401,Red,0,12.650219202041626,0,15.69999999999996
118,1,1,1,-12.695304191112518,Red,0,6.2516021728515625,0,17.69999999999998
119,1,1,1,-9.235487496852874,Red,0,11.92919921875,0,19.70000000000001
120,1,1,1,-16.000646245479583,Red,0,19.79698383808136,0,21.70000000000004
1,2,0,0,-11.523387253284454,Red,0,0.0,0,24.300000000000075
2,2,0,0,-0.0,Red,0,0.0,0,26.300000000000104
3,2,0,0,-0.0,Red,0,0.0,0,28.300000000000132
4,2,0,0,-0.0,Green,0,0.0,0,0.1
5,2,0,0,-0.0,Green,0,0.0,0,2.1000000000000005
6,2,1,1,-0.1,Green,0,0.0,0,4.100000000000001
7,2,1,1,-0.0,Green,0,0.0,0,6.099999999999994
8,2,1,1,-0.0,Green,0,0.0,0,8.099999999999987
9,2,1,1,-0.0,Yellow,0,0.0,0,0.1
10,2,1,1,-0.0,Yellow,0,0.0,0,2.1000000000000005
11,2,1,1,-0.8669681549072266,Red,0,2.7313249111175537,0,0.9999999999999999
12,2,1,1,-5.223380613327026,Red,0,7.51637864112854,0,3.0000000000000013
13,2,1,1,-10.266580080986023,Red,0,13.369300842285156,0,4.999999999999998
14,2,1,1,-16.978557765483856,Red,0,19.583264112472534,0,6.999999999999991
15,2,1,1,-22.182103395462036,Red,0,24.58011245727539,0,8.999999999999984
16,2,1,1,-2.4962255358695984,Red,0,0.0,0,10.999999999999977
17,2,1,1,-1.6764425754547119,Red,0,3.810363531112671,0,12.99999999999997
18,2,1,1,-4.160559340318043,Red,0,5.202090342839559,0,14.999999999999963
19,2,1,1,-7.953133610884348,Red,0,10.7942373752594,0,16.99999999999997
20,2,1,1,-13.473315060138702,Red,0,15.887901067733765,0,19.0
21,2,1,1,-18.68680499792099,Red,0,21.04987907409668,0,21.00000000000003
22,2,1,1,-25.009084606170653,Red,0,28.504080533981323,0,23.000000000000057
23,2,1,1,-22.87752847671509,Red,0,0.0,0,25.000000000000085
24,2,1,1,-0.19352898001670837,Red,1,0.582708477973938,0,27.000000000000114
25,2,0,0,-3.753686009645462,Red,4,3.1691529750823975,0,29.000000000000142
26,2,0,0,-3.312278839945793,Red,1,2.7677125930786133,0,31.00000000000017
27,2,0,0,-4.562714034914971,Green,1,5.604814648628235,0,0.7999999999999999
28,2,0,0,-9.20418269832929,Green,0,12.022037585576376,0,2.800000000000001
29,2,0,0,-15.339782663186392,Green,0,18.04114039738973,0,4.799999999999999
30,2,1,1,-22.370387001832327,Green,0,25.659164667129517,0,6.799999999999992
31,2,1,1,-28.599071884155272,Green,0,31.15941619873047,0,8.799999999999985
32,2,1,1,-24.09358867406845,Yellow,0,0.0,0,0.7999999999999999
33,2,1,1,-0.0,Yellow,0,0.0,0,2.800000000000001
34,2,1,1,-0.0,Red,0,0.0,0,1.7000000000000004
35,2,1,1,-0.0,Red,0,0.0,0,3.700000000000002
36,2,1,1,-0.0,Red,0,0.0,0,5.699999999999996
37,2,1,1,-0.0,Red,0,0.0,0,7.699999999999989
38,2,1,1,-0.0,Red,0,0.0,0,9.699999999999982
39,2,1,1,-0.0,Red,0,0.0,0,11.699999999999974
40,2,1,1,-2.8103146135807036,Red,2,4.064522624015808,0,13.699999999999967
41,2,0,0,-5.229334656397501,Red,1,5.997415781021118,0,15.69999999999996
42,2,0,0,-9.05622684955597,Red,0,11.217752575874329,0,17.69999999999998
43,2,0,0,-13.711130690574645,Red,0,15.910371899604797,0,19.70000000000001
44,2,0,0,-17.57250605225563,Red,0,17.395995378494263,0,21.70000000000004
45,2,0,0,-19.881645369529725,Red,0,22.13262414932251,0,23.700000000000067
46,2,1,1,-16.932992053031924,Green,0,0.0,0,2.0000000000000004
47,2,1,1,-1.7715699791908264,Green,0,4.077484369277954,0,4.000000000000002
48,2,1,1,-4.76277964413166,Green,1,3.221613347530365,0,5.999999999999995
49,2,1,1,-6.253694111108781,Green,0,8.538833061854044,0,7.999999999999988
50,2,1,1,-12.578030182917912,Green,0,14.952994704246521,0,9.99999999999998
51,2,1,1,-17.674640250205993,Green,0,20.071593642234802,0,11.999999999999973
52,2,1,1,-22.98903477191925,Green,0,25.918352246284485,0,13.999999999999966
53,2,1,1,-30.583728623390197,Green,0,34.745771408081055,0,15.99999999999996
54,2,1,1,-0.0,Green,0,0.0,0,17.999999999999986
55,2,1,1,-0.0,Yellow,0,0.0,0,1.5000000000000002
56,2,1,1,-0.0,Red,0,0.0,0,0.4
57,2,1,1,-0.0,Red,0,0.0,0,2.400000000000001
58,2,1,1,-0.0,Red,0,0.0,0,4.4
59,2,1,1,-0.0,Red,0,0.0,0,6.399999999999993
60,2,1,1,-0.0,Red,0,0.0,0,8.399999999999986
61,2,1,1,-0.0,Red,0,0.0,0,10.399999999999979
62,2,1,1,-1.176749587059021,Red,1,2.6656566858291626,0,12.399999999999972
63,2,0,0,-5.326882457733154,Red,0,7.182544946670532,0,14.399999999999965
64,2,0,0,-9.627395939826965,Red,0,12.019500017166138,0,16.399999999999963
65,2,0,0,-14.759789478778838,Red,0,17.217933654785156,0,18.39999999999999
66,2,0,0,-19.833030068874358,Red,0,22.1783504486084,0,20.40000000000002
67,2,0,0,-16.778233659267425,Red,0,0.0,0,22.40000000000005
68,2,1,1,-0.1,Green,0,0.0,0,2.0000000000000004
69,2,1,1,-0.025,Green,1,0.0,0,4.000000000000002
70,2,1,1,-1.846190518140793,Green,0,3.4908958673477173,0,5.999999999999995
71,2,1,1,-4.591213136911394,Green,0,4.407246987024943,0,7.999999999999988
72,2,1,1,-7.213892698287966,Green,0,11.024394631385803,0,9.99999999999998
73,2,1,1,-8.522354292869565,Green,0,7.854709100723267,0,11.999999999999973
74,2,1,1,-9.790535949468614,Green,0,11.471245288848877,0,13.999999999999966
75,2,1,1,-13.461353647708894,Green,0,14.80315613746643,0,15.99999999999996
76,2,1,1,-15.590496784448623,Green,0,14.630963683128357,0,17.999999999999986
77,2,1,1,-17.096258926391602,Yellow,0,19.29500901699066,0,0.2
78,2,1,1,-21.081025731563567,Yellow,0,21.394468069076538,0,2.2000000000000006
79,2,1,1,-24.054846501350404,Red,0,26.421391248703003,0,1.0999999999999999
80,2,1,1,-4.046615993976593,Red,0,0.0,0,3.1000000000000014
81,2,1,1,-0.0,Red,0,0.0,0,5.099999999999998
82,2,1,1,-0.0,Red,0,0.0,0,7.099999999999991
83,2,1,1,-0.0,Red,0,0.0,0,9.099999999999984
84,2,1,1,-0.3755082368850708,Red,0,1.7300119400024414,0,11.099999999999977
85,2,1,1,-3.1422887563705446,Red,0,5.181706786155701,0,13.09999999999997
86,2,1,1,-8.468444889783859,Red,0,11.192851305007935,0,15.099999999999962
87,2,1,1,-13.813984453678131,Red,0,16.196258544921875,0,17.099999999999973
88,2,1,1,-19.438458180427553,Red,0,22.323655605316162,0,19.1
89,2,1,1,-25.427399015426637,Red,0,27.989078044891357,0,21.10000000000003
90,2,1,1,-5.7151494979858395,Red,0,0.0,0,23.10000000000006
91,2,1,1,-0.0,Red,0,0.0,0,25.100000000000087
92,2,1,1,-0.11194854974746704,Red,0,0.4911468029022217,0,27.100000000000115
93,2,1,1,-2.451666518052419,Red,0,4.410073200861613,0,29.100000000000144
94,2,1,1,-4.002164251790161,Red,3,3.1758507192134857,0,31.100000000000172
95,2,0,0,-8.339156431243532,Green,0,15.611517667770386,0,0.8999999999999999
96,2,0,0,-18.145782363414764,Green,0,20.467888355255127,0,2.9000000000000012
97,2,0,0,-22.96902333498001,Green,0,25.197270393371582,0,4.899999999999999
98,2,0,0,-10.492103326320649,Green,0,0.0,0,6.8999999999999915
99,2,0,0,-0.0,Green,0,0.0,0,8.899999999999984
100,2,1,1,-0.1,Yellow,0,0.0,0,0.8999999999999999
101,2,1,1,-0.0,Yellow,0,0.0,0,2.9000000000000012
102,2,1,1,-0.0,Red,0,0.0,0,1.8000000000000005
103,2,1,1,-0.0,Red,0,0.0,0,3.800000000000002
104,2,1,1,-0.0,Red,0,0.0,0,5.799999999999995
105,2,1,1,-0.0,Red,0,0.0,0,7.799999999999988
106,2,1,1,-0.0,Red,0,0.0,0,9.799999999999981
107,2,1,1,-2.2918339133262635,Red,0,4.565666198730469,0,11.799999999999974
108,2,1,1,-6.4545074045658115,Red,0,4.943933367729187,0,13.799999999999967
109,2,1,1,-6.2288286407788584,Red,1,8.013630231221518,0,15.79999999999996
110,2,0,0,-12.244522438446682,Red,0,14.465089917182922,0,17.799999999999983
111,2,0,0,-17.102199125289918,Red,0,19.60698115825653,0,19.80000000000001
112,2,0,0,-18.364736479520797,Red,0,21.099868774414062,0,21.80000000000004
113,2,0,0,-21.579655587673187,Red,0,0.0,0,23.800000000000068
114,2,0,0,-0.0,Red,0,0.0,0,25.800000000000097
115,2,1,1,-1.6774336140496389,Green,6,1.4499048164912633,0,2.0000000000000004
116,2,1,1,-5.569504553685111,Green,1,3.042292356491089,0,4.000000000000002
117,2,1,1,-5.275758129358292,Green,1,2.641404390335083,0,5.999999999999995
118,2,1,1,-4.304964277176629,Green,2,3.915086099079677,0,7.999999999999988
119,2,1,1,-6.9354401960968985,Green,2,7.244266778230667,0,9.99999999999998
120,2,0,0,-8.554497012340315,Red,2,7.964004384146796,0,2.0000000000000004
1,3,0,0,-16.810125987231732,Yellow,0,20.19553017616272,0,0.2
2,3,0,0,-22.61184095144272,Yellow,0,24.81370186805725,0,2.2000000000000006
3,3,0,0,-14.40642008781433,Red,0,0.0,0,1.0999999999999999
4,3,0,0,-0.0,Red,0,0.0,0,3.1000000000000014
5,3,0,0,-0.0,Red,0,0.0,0,5.099999999999998
6,3,1,1,-0.1,Green,0,0.0,0,2.0000000000000004
7,3,1,1,-0.0,Green,0,0.0,0,4.000000000000002
8,3,1,1,-0.19606622457504272,Green,1,0.4744303226470947,0,5.999999999999995
9,3,1,1,-2.8252320885658264,Green,0,4.917889356613159,0,7.999999999999988
10,3,1,1,-4.488477641344071,Green,0,5.4999784628550215,0,9.99999999999998
11,3,1,1,-6.49040676554044,Green,2,4.650681734085083,0,11.999999999999973
12,3,0,0,-8.409324222803116,Red,0,11.400278210639954,0,2.0000000000000004
13,3,0,0,-18.660846132040025,Red,0,23.673648476600647,0,4.000000000000002
14,3,0,0,-26.41095765829086,Red,0,28.804654955863953,0,5.999999999999995
15,3,0,0,-33.54844079017639,Red,0,37.607269048690796,0,7.999999999999988
16,3,0,0,-40.48034415245056,Red,0,42.96466565132141,0,9.99999999999998
17,3,1,1,-45.80561460256577,Green,0,48.077770948410034,0,2.0000000000000004
18,3,1,1,-40.787756502628326,Green,1,18.28899836540222,0,4.000000000000002
19,3,1,1,-23.25601670742035,Green,0,31.516918897628784,0,5.999999999999995
20,3,1,1,-9.56668062210083,Green,0,10.728667259216309,0,7.999999999999988
21,3,1,1,-13.597325253486634,Green,0,16.326724767684937,0,9.99999999999998
22,3,1,1,-18.99829202890396,Green,0,21.31222105026245,0,11.999999999999973
23,3,1,1,-23.850723612308503,Green,0,26.150184392929077,0,13.999999999999966
24,3,1,1,-1.31871657371521,Yellow,0,0.0,0,0.8999999999999999
25,3,1,1,-0.0,Yellow,0,0.0,0,2.9000000000000012
26,3,1,1,-0.0,Red,0,0.0,0,1.8000000000000005
27,3,1,1,-0.0,Red,0,0.0,0,3.800000000000002
28,3,1,1,-0.0,Red,0,0.0,0,5.799999999999995
29,3,1,1,-0.0,Red,0,0.0,0,7.799999999999988
30,3,1,1,-0.0,Red,0,0.0,0,9.799999999999981
31,3,1,1,-1.0468892693519591,Red,0,3.08874249458313,0,11.799999999999974
32,3,1,1,-5.6602549195289615,Red,0,7.94111704826355,0,13.799999999999967
33,3,1,1,-10.348102474212647,Red,0,12.550753355026245,0,15.79999999999996
34,3,1,1,-15.31927547454834,Red,0,17.941192865371704,0,17.799999999999983
35,3,1,1,-20.51587951183319,Red,0,22.828529357910156,0,19.80000000000001
36,3,1,1,-25.31734436750412,Red,0,27.488251447677612,0,21.80000000000004
37,3,1,1,-2.7853559255599976,Red,0,0.0,0,23.800000000000068
38,3,1,1,-0.0,Red,0,0.0,0,25.800000000000097
39,3,1,1,-1.5640295553207395,Red,0,3.4928292751312258,0,27.800000000000125
40,3,1,1,-4.750647907257081,Red,0,7.251043319702148,0,29.800000000000153
41,3,1,1,-14.335986506938934,Red,0,19.982073307037354,0,31.800000000000182
42,3,1,1,-26.26806217432022,Green,0,32.21431255340576,0,1.6000000000000003
43,3,1,1,-8.034113121032714,Green,3,5.477115273475647,0,3.600000000000002
44,3,0,0,-10.281617456674576,Red,0,16.452263116836548,0,2.0000000000000004
45,3,0,0,-26.736993396282195,Red,0,33.94960927963257,0,4.000000000000002
46,3,0,0,-40.04777208566666,Red,0,45.48112368583679,0,5.999999999999995
47,3,0,0,-49.67626605033875,Yellow,0,54.10472893714905,0,1.6000000000000003
48,3,0,0,-25.469857347011565,Red,0,0.0,0,0.5
49,3,1,1,-0.1,Green,0,0.0,0,2.0000000000000004
50,3,1,1,-0.0,Green,0,0.0,0,4.000000000000002
51,3,1,1,-0.0,Green,0,0.0,0,5.999999999999995
52,3,1,1,-0.0,Green,0,0.0,0,7.999999999999988
53,3,1,1,-0.0,Green,0,0.0,0,9.99999999999998
54,3,1,1,-0.6545338749885559,Green,0,2.2290029525756836,0,11.999999999999973
55,3,1,1,-6.549708759784698,Green,0,10.074401617050171,0,13.999999999999966
56,3,1,1,-7.601671612262725,Green,0,9.43546732266744,0,15.99999999999996
57,3,1,1,-13.544841395815212,Green,2,9.065999567508698,0,17.999999999999986
58,3,0,0,-8.469538661837577,Red,2,7.880205392837524,0,2.0000000000000004
59,3,0,0,-13.033319660027823,Red,0,17.51243527730306,0,4.000000000000002
60,3,0,0,-22.027334789435066,Red,0,27.51655912399292,0,5.999999999999995
61,3,0,0,-30.142555284500123,Red,0,26.796766996383667,0,7.999999999999988
62,3,0,0,-3.004034972190857,Red,1,1.0714733600616455,0,9.99999999999998
63,3,0,0,-3.483265109856923,Red,1,4.0729193687438965,0,11.999999999999973
64,3,0,0,-5.844896603822709,Green,0,6.830500364303589,0,0.30000000000000004
65,3,1,1,-9.799554073810578,Green,0,12.047441482543945,0,2.3000000000000007
66,3,1,1,-16.685764425992964,Green,0,19.387504935264587,0,4.300000000000001
67,3,1,1,-22.237030577659606,Green,0,24.753202319145203,0,6.299999999999994
68,3,1,1,-27.849213564395903,Green,0,31.09072506427765,0,8.299999999999986
69,3,1,1,-14.386486977338791,Yellow,0,0.0,0,0.30000000000000004
70,3,1,1,-0.0,Yellow,0,0.0,0,2.3000000000000007
71,3,1,1,-0.0,Red,0,0.0,0,1.2
72,3,1,1,-0.0,Red,0,0.0,0,3.2000000000000015
73,3,1,1,-0.0,Red,0,0.0,0,5.1999999999999975
74,3,1,1,-0.0,Red,0,0.0,0,7.19999999999999
75,3,1,1,-0.0,Red,0,0.0,0,9.199999999999983
76,3,1,1,-1.9296000361442567,Red,0,5.232522487640381,0,11.199999999999976
77,3,1,1,-8.922760319709777,Red,0,12.122443675994873,0,13.199999999999969
78,3,1,1,-8.357413539886478,Red,2,6.6765299320220945,0,15.199999999999962
79,3,0,0,-11.54620097716649,Red,0,14.970853726069132,0,17.199999999999974
80,3,0,0,-18.131523458162945,Red,0,21.423824230829876,0,19.200000000000003
81,3,0,0,-26.371872347593307,Red,0,32.640174984931946,0,21.20000000000003
82,3,0,0,-30.24844981431961,Red,0,31.795886039733887,0,23.20000000000006
83,3,0,0,-13.427449071407318,Red,0,0.0,0,25.200000000000088
84,3,1,1,-1.395049583911896,Green,0,4.288296461105347,0,2.0000000000000004
85,3,1,1,-7.326522779464722,Green,0,10.502473711967468,0,4.000000000000002
86,3,1,1,-15.599245238304139,Green,0,19.531831860542297,0,5.999999999999995
87,3,1,1,-22.508334594964982,Green,1,11.89971661567688,0,7.999999999999988
88,3,1,1,-16.638644170761108,Green,0,23.858271837234497,0,9.99999999999998
89,3,1,1,-16.89461088180542,Green,0,14.965704917907715,0,11.999999999999973
90,3,1,1,-21.04178522825241,Green,0,26.818283319473267,0,13.999999999999966
91,3,1,1,-33.3381388425827,Green,0,37.59853506088257,0,15.99999999999996
92,3,1,1,-32.01399686336517,Yellow,0,0.0,0,0.9999999999999999
93,3,1,1,-0.0,Yellow,0,0.0,0,3.0000000000000013
94,3,1,1,-0.0,Red,0,0.0,0,1.9000000000000006
95,3,1,1,-0.0,Red,0,0.0,0,3.900000000000002
96,3,1,1,-0.0,Red,0,0.0,0,5.899999999999995
97,3,1,1,-0.0,Red,0,0.0,0,7.899999999999988
98,3,1,1,-0.025,Red,1,0.0,0,9.89999999999998
99,3,0,0,-6.070360761880874,Red,1,10.0230153799057,0,11.899999999999974
100,3,0,0,-12.916833567619324,Red,0,17.33649706840515,0,13.899999999999967
101,3,0,0,-21.125941073894502,Red,0,24.507389783859253,0,15.89999999999996
102,3,0,0,-28.410294353961945,Red,0,31.543110609054565,0,17.899999999999984
103,3,0,0,-34.470348703861234,Red,0,37.430182456970215,0,19.900000000000013
104,3,1,1,-26.135290729999543,Green,0,0.0,0,2.0000000000000004
105,3,1,1,-0.0,Green,0,0.0,0,4.000000000000002
106,3,1,1,-0.0,Green,0,0.0,0,5.999999999999995
107,3,1,1,-0.9342026829719543,Green,0,2.3775558471679688,0,7.999999999999988
108,3,1,1,-4.7918058156967165,Green,1,6.90201723575592,0,9.99999999999998
109,3,0,0,-11.722896164655685,Red,0,14.642276525497437,0,2.0000000000000004
110,3,0,0,-14.493530948956806,Green,1,7.420188268025716,0,1.7000000000000004
111,3,0,0,-8.73780400931835,Green,1,11.069456040859222,0,3.700000000000002
112,3,0,0,-18.32592185139656,Green,0,22.72196590900421,0,5.699999999999996
113,3,0,0,-16.64376431107521,Green,0,18.710503578186035,0,7.699999999999989
114,3,1,1,-13.584150528907776,Green,0,0.0,0,9.699999999999982
115,3,1,1,-0.0,Yellow,0,0.0,0,1.7000000000000004
116,3,1,1,-0.0,Red,0,0.0,0,0.6
117,3,1,1,-0.0,Red,0,0.0,0,2.600000000000001
118,3,1,1,-0.0,Red,0,0.0,0,4.6
119,3,1,1,-0.0,Red,0,0.0,0,6.5999999999999925
120,3,1,1,-0.0,Red,0,0.0,0,8.599999999999985
1,4,0,0,-0.0,Red,0,0.0,0,11.199999999999976
2,4,0,0,-0.0,Red,0,0.0,0,13.199999999999969
3,4,0,0,-0.0,Red,0,0.0,0,15.199999999999962
4,4,0,0,-0.0,Red,0,0.0,0,17.199999999999974
5,4,0,0,-1.593515815337499,Red,2,2.8612449765205383,0,19.200000000000003
6,4,0,0,-6.132719308137894,Red,0,8.648939609527588,0,21.20000000000003
7,4,1,1,-11.691552579402924,Green,0,14.290113687515259,0,2.0000000000000004
8,4,1,1,-17.082106673717497,Green,0,19.699434995651245,0,4.000000000000002
9,4,1,1,-4.064252090454102,Green,0,0.0,0,5.999999999999995
10,4,1,1,-0.025,Green,1,0.0,0,7.999999999999988
