t_sec,frame,state,time_in_state,queue_count,queue_ema,avg_wait,max_wait,num_long_wait_60s,arrival_ema,discharge_ema
11.6,89735,Green,2.0,0,0.0,28.771,28.771,0,0.394,0.0
11.7,89736,Green,2.1,0,0.0,29.421,29.421,0,0.394,0.0
11.8,89737,Green,2.2,0,0.0,30.019,30.019,0,0.394,0.0
11.9,89738,Green,2.3,0,0.0,30.635,30.635,0,0.394,0.0
12.0,89739,Green,2.4,0,0.0,31.228,31.228,0,0.315,0.0
12.1,89740,Green,2.5,0,0.0,31.874,31.874,0,0.315,0.0
12.2,89741,Green,2.6,0,0.0,32.559,32.559,0,0.315,0.0
12.3,89742,Green,2.7,0,0.0,33.237,33.237,0,0.315,0.0
12.4,89743,Green,2.8,0,0.0,34.028,34.028,0,0.315,0.0
12.5,89744,Green,2.9,0,0.0,34.81,34.81,0,0.315,0.0
12.6,89745,Green,3.0,0,0.0,35.602,35.602,0,0.315,0.0
12.7,89746,Green,3.1,0,0.0,36.472,36.472,0,0.315,0.0
12.8,89747,Green,3.2,0,0.0,37.558,37.558,0,0.315,0.0
12.9,89748,Green,3.3,0,0.0,38.436,38.436,0,0.315,0.0
13.0,89749,Green,3.4,0,0.0,0.0,0.0,0,0.252,0.0
13.1,89750,Green,3.5,0,0.0,0.0,0.0,0,0.252,0.0
13.2,89751,Green,3.6,0,0.0,0.0,0.0,0,0.252,0.0
13.3,89752,Green,3.7,0,0.0,0.0,0.0,0,0.252,0.0
13.4,89753,Green,3.8,0,0.0,0.0,0.0,0,0.252,0.0
13.5,89754,Green,3.9,0,0.0,0.0,0.0,0,0.252,0.0
13.6,89755,Green,4.0,0,0.0,0.0,0.0,0,0.252,0.0
13.7,89756,Green,4.1,0,0.0,0.0,0.0,0,0.252,0.0
13.8,89757,Green,4.2,0,0.0,0.0,0.0,0,0.252,0.0
13.9,89758,Green,4.3,0,0.0,0.0,0.0,0,0.252,0.0
14.0,89759,Green,4.4,0,0.0,0.0,0.0,0,0.202,0.0
14.1,89760,Green,4.5,0,0.0,0.0,0.0,0,0.202,0.0
14.2,89761,Green,4.6,0,0.0,0.0,0.0,0,0.202,0.0
14.3,89762,Green,4.7,0,0.0,0.0,0.0,0,0.202,0.0
14.4,89763,Green,4.8,0,0.0,0.0,0.0,0,0.202,0.0
14.5,89764,Green,4.9,0,0.0,0.0,0.0,0,0.202,0.0
14.6,89765,Green,5.0,0,0.0,0.0,0.0,0,0.202,0.0
14.7,89766,Green,5.1,0,0.0,0.0,0.0,0,0.202,0.0
14.8,89767,Green,5.2,0,0.0,0.0,0.0,0,0.202,0.0
14.9,89768,Green,5.3,0,0.0,0.0,0.0,0,0.202,0.0
15.0,89769,Green,5.4,0,0.0,0.0,0.0,0,0.161,0.0
15.1,89770,Green,5.5,0,0.0,0.0,0.0,0,0.161,0.0
15.2,89771,Green,5.6,0,0.0,0.0,0.0,0,0.161,0.0
15.3,89772,Green,5.7,0,0.0,0.0,0.0,0,0.161,0.0
15.4,89773,Green,5.8,0,0.0,0.0,0.0,0,0.161,0.0
15.5,89774,Green,5.9,0,0.0,0.0,0.0,0,0.161,0.0
15.6,89775,Green,6.0,0,0.0,0.0,0.0,0,0.161,0.0
15.7,89776,Green,6.1,0,0.0,0.0,0.0,0,0.161,0.0
15.8,89777,Green,6.2,0,0.0,0.0,0.0,0,0.161,0.0
15.9,89778,Green,6.3,0,0.0,0.0,0.0,0,0.161,0.0
16.0,89779,Green,6.4,0,0.0,0.0,0.0,0,0.129,0.0
16.1,89780,Green,6.5,0,0.0,0.0,0.0,0,0.129,0.0
16.2,89781,Green,6.6,0,0.0,0.0,0.0,0,0.129,0.0
16.3,89782,Green,6.7,0,0.0,0.0,0.0,0,0.129,0.0
16.4,89783,Green,6.8,0,0.0,0.0,0.0,0,0.129,0.0
16.5,89784,Green,6.9,0,0.0,0.0,0.0,0,0.129,0.0
16.6,89785,Green,7.0,0,0.0,0.0,0.0,0,0.129,0.0
16.7,89786,Green,7.1,0,0.0,0.0,0.0,0,0.129,0.0
16.8,89787,Green,7.2,0,0.0,0.0,0.0,0,0.129,0.0
16.9,89788,Green,7.3,0,0.0,0.0,0.0,0,0.129,0.0
17.0,89789,Green,7.4,0,0.0,0.0,0.0,0,0.103,0.0
17.1,89790,Green,7.5,0,0.0,0.0,0.0,0,0.103,0.0
17.2,89791,Green,7.6,0,0.0,0.0,0.0,0,0.103,0.0
17.3,89792,Green,7.7,0,0.0,0.0,0.0,0,0.103,0.0
17.4,89793,Green,7.8,0,0.0,0.0,0.0,0,0.103,0.0
17.5,89794,Green,7.9,0,0.0,0.0,0.0,0,0.103,0.0
17.6,89795,Green,8.0,0,0.0,0.0,0.0,0,0.103,0.0
17.7,89796,Green,8.1,0,0.0,0.0,0.0,0,0.103,0.0
17.8,89797,Green,8.2,0,0.0,0.0,0.0,0,0.103,0.0
17.9,89798,Green,8.3,0,0.0,0.0,0.0,0,0.103,0.0
18.0,89799,Green,8.4,0,0.0,0.0,0.0,0,0.083,0.0
18.1,89800,Green,8.5,0,0.0,0.0,0.0,0,0.083,0.0
18.2,89801,Green,8.6,0,0.0,0.0,0.0,0,0.083,0.0
18.3,89802,Green,8.7,0,0.0,0.0,0.0,0,0.083,0.0
18.4,89803,Green,8.8,0,0.0,0.0,0.0,0,0.083,0.0
18.5,89804,Green,8.9,0,0.0,0.0,0.0,0,0.083,0.0
18.6,89805,Green,9.0,0,0.0,0.0,0.0,0,0.083,0.0
18.7,89806,Green,9.1,0,0.0,0.0,0.0,0,0.083,0.0
18.8,89807,Green,9.2,0,0.0,0.0,0.0,0,0.083,0.0
18.9,89808,Green,9.3,0,0.0,0.0,0.0,0,0.083,0.0
19.0,89809,Green,9.4,0,0.0,0.0,0.0,0,0.066,0.0
19.1,89810,Green,9.5,0,0.0,0.0,0.0,0,0.066,0.0
19.2,89811,Green,9.6,0,0.0,0.0,0.0,0,0.066,0.0
19.3,89812,Green,9.7,0,0.0,0.0,0.0,0,0.066,0.0
19.4,89813,Green,9.8,0,0.0,0.0,0.0,0,0.066,0.0
19.5,89814,Green,9.9,0,0.0,0.0,0.0,0,0.066,0.0
19.6,89815,Green,10.0,0,0.0,0.0,0.0,0,0.066,0.0
19.7,89816,Yellow,0.1,0,0.0,0.0,0.0,0,0.066,0.0
19.8,89817,Yellow,0.2,0,0.0,0.0,0.0,0,0.066,0.0
19.9,89818,Yellow,0.3,0,0.0,0.0,0.0,0,0.066,0.0
20.0,89819,Yellow,0.4,1,0.3,0.0,0.0,0,0.253,0.0
20.1,89820,Yellow,0.5,0,0.21,0.71,0.71,0,0.253,0.0
20.2,89821,Yellow,0.6,0,0.147,1.361,1.361,0,0.253,0.0
20.3,89822,Yellow,0.7,0,0.103,2.025,2.025,0,0.253,0.0
20.4,89823,Yellow,0.8,0,0.072,2.639,2.639,0,0.253,0.0
20.5,89824,Yellow,0.9,0,0.05,3.24,3.24,0,0.253,0.0
20.6,89825,Yellow,1.0,0,0.035,3.971,3.971,0,0.253,0.0
20.7,89826,Yellow,1.1,0,0.025,4.825,4.825,0,0.253,0.0
20.8,89827,Yellow,1.2,0,0.017,5.604,5.604,0,0.253,0.0
20.9,89828,Yellow,1.3,0,0.012,6.314,6.314,0,0.253,0.0
21.0,89829,Yellow,1.4,0,0.008,7.779,7.779,0,0.202,0.0
21.1,89830,Yellow,1.5,0,0.006,8.916,8.916,0,0.202,0.0
21.2,89831,Yellow,1.6,0,0.004,9.776,9.776,0,0.202,0.0
21.3,89832,Yellow,1.7,0,0.003,10.662,10.662,0,0.202,0.0
21.4,89833,Yellow,1.8,0,0.002,11.482,11.482,0,0.202,0.0
21.5,89834,Yellow,1.9,0,0.001,13.113,13.113,0,0.202,0.0
21.6,89835,Yellow,2.0,0,0.001,14.093,14.093,0,0.202,0.0
21.7,89836,Yellow,2.1,1,0.301,7.504,15.008,0,0.202,0.0
21.8,89837,Yellow,2.2,1,0.51,8.485,15.989,0,0.202,0.0
21.9,89838,Yellow,2.3,1,0.657,9.243,16.747,0,0.202,0.0
22.0,89839,Yellow,2.4,0,0.46,10.038,17.542,0,0.362,0.0
22.1,89840,Yellow,2.5,0,0.322,10.801,18.305,0,0.362,0.0
22.2,89841,Yellow,2.6,0,0.225,11.612,19.117,0,0.362,0.0
22.3,89842,Yellow,2.7,0,0.158,12.356,19.86,0,0.362,0.0
22.4,89843,Yellow,2.8,0,0.11,13.079,20.583,0,0.362,0.0
22.5,89844,Yellow,2.9,0,0.077,13.863,21.367,0,0.362,0.0
22.6,89845,Yellow,3.0,0,0.054,14.603,22.107,0,0.362,0.0
22.7,89846,Yellow,3.1,1,0.338,10.279,22.922,0,0.362,0.0
22.8,89847,Red,0.1,0,0.237,11.135,23.778,0,0.362,0.0
22.9,89848,Red,0.2,0,0.166,12.001,24.645,0,0.362,0.0
23.0,89849,Red,0.3,0,0.116,12.713,25.357,0,0.489,0.0
23.1,89850,Red,0.4,0,0.081,13.364,26.007,0,0.489,0.0
23.2,89851,Red,0.5,0,0.057,14.054,26.698,0,0.489,0.0
23.3,89852,Red,0.6,1,0.34,11.071,27.405,0,0.489,0.0
23.4,89853,Red,0.7,1,0.538,11.767,28.101,0,0.489,0.0
23.5,89854,Red,0.8,1,0.676,12.392,28.726,0,0.489,0.0
23.6,89855,Red,0.9,1,0.774,13.036,29.369,0,0.489,0.0
23.7,89856,Red,1.0,2,1.141,10.959,30.033,0,0.489,0.0
23.8,89857,Red,1.1,2,1.399,11.645,30.719,0,0.489,0.0
23.9,89858,Red,1.2,4,2.179,8.848,31.462,0,0.489,0.0
24.0,89859,Red,1.3,4,2.726,9.494,32.107,0,1.192,0.0
24.1,89860,Red,1.4,4,3.108,8.858,32.739,0,1.192,0.0
24.2,89861,Red,1.5,4,3.376,9.52,33.4,0,1.192,0.0
24.3,89862,Red,1.6,4,3.563,10.185,34.066,0,1.192,0.0
24.4,89863,Red,1.7,4,3.694,10.864,34.745,0,1.192,0.0
24.5,89864,Red,1.8,4,3.786,11.43,35.311,0,1.192,0.0
24.6,89865,Red,1.9,4,3.85,12.027,35.908,0,1.192,0.0
24.7,89866,Red,2.0,4,3.895,12.665,36.546,0,1.192,0.0
24.8,89867,Red,2.1,4,3.927,13.234,37.115,0,1.192,0.0
24.9,89868,Red,2.2,4,3.949,13.785,37.666,0,1.192,0.0
25.0,89869,Red,2.3,4,3.964,14.178,38.251,0,0.953,0.0
25.1,89870,Red,2.4,4,3.975,14.776,38.848,0,0.953,0.0
25.2,89871,Red,2.5,4,3.982,15.375,39.448,0,0.953,0.0
25.3,89872,Red,2.6,4,3.988,9.927,12.612,0,0.953,0.0
25.4,89873,Red,2.7,4,3.991,7.257,10.628,0,0.953,0.0
25.5,89874,Red,2.8,3,3.694,7.908,11.28,0,0.953,0.0
25.6,89875,Red,2.9,4,3.786,6.919,12.02,0,0.953,0.0
25.7,89876,Red,3.0,4,3.85,7.573,12.673,0,0.953,0.0
25.8,89877,Red,3.1,2,3.295,7.021,11.969,0,0.953,0.0
25.9,89878,Red,3.2,2,2.907,7.852,12.799,0,0.953,0.0
26.0,89879,Red,3.3,0,2.035,3.614,4.31,0,1.163,0.0
26.1,89880,Red,3.4,0,1.424,4.307,5.002,0,1.163,0.0
26.2,89881,Red,3.5,0,0.997,5.152,5.848,0,1.163,0.0
26.3,89882,Red,3.6,0,0.698,6.104,6.8,0,1.163,0.0
26.4,89883,Red,3.7,0,0.488,7.121,7.817,0,1.163,0.0
26.5,89884,Red,3.8,0,0.342,8.224,8.919,0,1.163,0.0
26.6,89885,Red,3.9,0,0.239,9.062,9.758,0,1.163,0.0
26.7,89886,Red,4.0,0,0.168,9.783,10.479,0,1.163,0.0
26.8,89887,Red,4.1,0,0.117,10.469,11.165,0,1.163,0.0
26.9,89888,Red,4.2,0,0.082,11.25,11.946,0,1.163,0.0
27.0,89889,Red,4.3,0,0.057,11.968,12.664,0,0.93,0.0
27.1,89890,Red,4.4,0,0.04,12.666,13.362,0,0.93,0.0
27.2,89891,Red,4.5,0,0.028,13.457,14.153,0,0.93,0.0
27.3,89892,Red,4.6,0,0.02,14.301,14.997,0,0.93,0.0
27.4,89893,Red,4.7,0,0.014,15.039,15.735,0,0.93,0.0
27.5,89894,Red,4.8,0,0.01,16.055,16.751,0,0.93,0.0
27.6,89895,Red,4.9,0,0.007,16.979,17.675,0,0.93,0.0
27.7,89896,Red,5.0,0,0.005,17.851,18.546,0,0.93,0.0
27.8,89897,Red,5.1,0,0.003,18.695,19.391,0,0.93,0.0
27.9,89898,Red,5.2,0,0.002,19.482,20.178,0,0.93,0.0
28.0,89899,Red,5.3,0,0.002,20.203,20.899,0,0.744,0.0
28.1,89900,Red,5.4,0,0.001,21.566,21.566,0,0.744,0.0
28.2,89901,Red,5.5,0,0.001,22.189,22.189,0,0.744,0.0
28.3,89902,Red,5.6,0,0.001,22.839,22.839,0,0.744,0.0
28.4,89903,Red,5.7,0,0.0,23.472,23.472,0,0.744,0.0
28.5,89904,Red,5.8,0,0.0,24.155,24.155,0,0.744,0.0
28.6,89905,Red,5.9,0,0.0,24.796,24.796,0,0.744,0.0
28.7,89906,Red,6.0,0,0.0,25.41,25.41,0,0.744,0.0
28.8,89907,Red,6.1,0,0.0,26.072,26.072,0,0.744,0.0
28.9,89908,Red,6.2,0,0.0,26.709,26.709,0,0.744,0.0
29.0,89909,Red,6.3,0,0.0,27.338,27.338,0,0.595,0.0
29.1,89910,Red,6.4,0,0.0,27.91,27.91,0,0.595,0.0
29.2,89911,Red,6.5,0,0.0,28.561,28.561,0,0.595,0.0
29.3,89912,Red,6.6,0,0.0,29.167,29.167,0,0.595,0.0
29.4,89913,Red,6.7,0,0.0,29.789,29.789,0,0.595,0.0
29.5,89914,Red,6.8,0,0.0,30.437,30.437,0,0.595,0.0
29.6,89915,Red,6.9,0,0.0,31.233,31.233,0,0.595,0.0
29.7,89916,Red,7.0,0,0.0,31.887,31.887,0,0.595,0.0
29.8,89917,Red,7.1,0,0.0,32.522,32.522,0,0.595,0.0
29.9,89918,Red,7.2,0,0.0,33.134,33.134,0,0.595,0.0
30.0,89919,Red,7.3,0,0.0,33.782,33.782,0,0.476,0.0
30.1,89920,Red,7.4,0,0.0,34.488,34.488,0,0.476,0.0
30.2,89921,Red,7.5,0,0.0,35.185,35.185,0,0.476,0.0
30.3,89922,Red,7.6,0,0.0,35.897,35.897,0,0.476,0.0
30.4,89923,Red,7.7,0,0.0,36.705,36.705,0,0.476,0.0
30.5,89924,Red,7.8,0,0.0,37.459,37.459,0,0.476,0.0
30.6,89925,Red,7.9,0,0.0,38.132,38.132,0,0.476,0.0
30.7,89926,Red,8.0,0,0.0,0.0,0.0,0,0.476,0.0
30.8,89927,Red,8.1,0,0.0,0.0,0.0,0,0.476,0.0
30.9,89928,Red,8.2,0,0.0,0.0,0.0,0,0.476,0.0
31.0,89929,Red,8.3,0,0.0,0.0,0.0,0,0.381,0.0
31.1,89930,Red,8.4,0,0.0,0.0,0.0,0,0.381,0.0
31.2,89931,Red,8.5,0,0.0,0.0,0.0,0,0.381,0.0
31.3,89932,Red,8.6,0,0.0,0.0,0.0,0,0.381,0.0
31.4,89933,Red,8.7,0,0.0,0.0,0.0,0,0.381,0.0
31.5,89934,Red,8.8,0,0.0,0.0,0.0,0,0.381,0.0
31.6,89935,Red,8.9,0,0.0,0.0,0.0,0,0.381,0.0
31.7,89936,Red,9.0,0,0.0,0.0,0.0,0,0.381,0.0
31.8,89937,Red,9.1,0,0.0,0.0,0.0,0,0.381,0.0
31.9,89938,Red,9.2,0,0.0,0.0,0.0,0,0.381,0.0
32.0,89939,Red,9.3,0,0.0,0.0,0.0,0,0.305,0.0
32.1,89940,Red,9.4,1,0.3,0.0,0.0,0,0.305,0.0
32.2,89941,Red,9.5,1,0.51,0.71,0.71,0,0.305,0.0
32.3,89942,Red,9.6,1,0.657,1.461,1.461,0,0.305,0.0
32.4,89943,Red,9.7,1,0.76,2.117,2.117,0,0.305,0.0
32.5,89944,Red,9.8,1,0.832,2.75,2.75,0,0.305,0.0
32.6,89945,Red,9.9,1,0.882,3.438,3.438,0,0.305,0.0
32.7,89946,Red,10.0,1,0.918,4.145,4.145,0,0.305,0.0
32.8,89947,Red,10.1,1,0.942,4.815,4.815,0,0.305,0.0
32.9,89948,Red,10.2,1,0.96,5.488,5.488,0,0.305,0.0
33.0,89949,Red,10.3,1,0.972,6.192,6.192,0,0.444,0.0
33.1,89950,Red,10.4,1,0.98,6.882,6.882,0,0.444,0.0
33.2,89951,Red,10.5,1,0.986,7.521,7.521,0,0.444,0.0
33.3,89952,Red,10.6,1,0.99,8.195,8.195,0,0.444,0.0
33.4,89953,Red,10.7,2,1.293,4.395,8.79,0,0.444,0.0
33.5,89954,Red,10.8,2,1.505,4.98,9.375,0,0.444,0.0
33.6,89955,Red,10.9,2,1.654,5.572,9.966,0,0.444,0.0
33.7,89956,Red,11.0,2,1.758,6.304,10.699,0,0.444,0.0
33.8,89957,Red,11.1,2,1.83,6.922,11.317,0,0.444,0.0
33.9,89958,Red,11.2,2,1.881,7.52,11.915,0,0.444,0.0
34.0,89959,Red,11.3,2,1.917,8.106,12.501,0,0.555,0.0
34.1,89960,Red,11.4,2,1.942,8.721,13.116,0,0.555,0.0
34.2,89961,Red,11.5,1,1.659,4.906,4.906,0,0.555,0.0
34.3,89962,Red,11.6,1,1.461,5.516,5.516,0,0.555,0.0
34.4,89963,Red,11.7,1,1.323,6.071,6.071,0,0.555,0.0
34.5,89964,Red,11.8,1,1.226,6.638,6.638,0,0.555,0.0
34.6,89965,Red,11.9,1,1.158,7.231,7.231,0,0.555,0.0
34.7,89966,Green,0.1,1,1.111,7.837,7.837,0,0.555,0.0
34.8,89967,Green,0.2,1,1.078,8.426,8.426,0,0.555,0.0
34.9,89968,Green,0.3,1,1.054,8.997,8.997,0,0.555,0.0
35.0,89969,Green,0.4,1,1.038,9.711,9.711,0,0.444,0.0
35.1,89970,Green,0.5,1,1.027,10.664,10.664,0,0.444,0.0
35.2,89971,Green,0.6,1,1.019,11.476,11.476,0,0.444,0.0
35.3,89972,Green,0.7,1,1.013,12.166,12.166,0,0.444,0.0
35.4,89973,Green,0.8,1,1.009,12.848,12.848,0,0.444,0.0
35.5,89974,Green,0.9,0,0.706,0.0,0.0,0,0.444,0.0
35.6,89975,Green,1.0,0,0.494,0.0,0.0,0,0.444,0.0
35.7,89976,Green,1.1,0,0.346,0.0,0.0,0,0.444,0.0
35.8,89977,Green,1.2,0,0.242,0.0,0.0,0,0.444,0.0
35.9,89978,Green,1.3,0,0.17,0.0,0.0,0,0.444,0.0
36.0,89979,Green,1.4,0,0.119,0.0,0.0,0,0.355,0.0
36.1,89980,Green,1.5,0,0.083,0.0,0.0,0,0.355,0.0
36.2,89981,Green,1.6,0,0.058,0.0,0.0,0,0.355,0.0
36.3,89982,Green,1.7,0,0.041,0.0,0.0,0,0.355,0.0
