decision_step,episode_id,action,reward,done,obs_json,next_obs_json
11,1,0,-36.10117853429581,False,"[0.0, 7.182425769587664e-13, 1.0, 1.0, 0.15000000596046448, 0.07471895217895508, 0.0, 0.011666666716337204, 0.0, 9.602678210686428e-36, 0.0, 0.0, 0.0, 0.0027165133506059647, 0.0, 0.1666666716337204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002653280389495194, 0.0, 0.21166667342185974, 0.0]","[0.0, 1.2917341302920444e-20, 0.0, 0.0, 0.0, 0.024483906105160713, 0.0, 0.04333333298563957, 0.0, 1.723597111119525e-43, 0.0, 0.0, 0.0, 0.0008901471155695617, 0.0, 0.009999999776482582, 0.0, 1.0100759340048171e-08, 0.32397720217704773, 0.32397720217704773, 0.0, 0.09224694222211838, 0.0, 0.29499998688697815, 0.0]"
12,1,1,-20.161421198844913,False,"[0.0, 1.2917341302920444e-20, 0.0, 0.0, 0.0, 0.024483906105160713, 0.0, 0.04333333298563957, 0.0, 1.723597111119525e-43, 0.0, 0.0, 0.0, 0.0008901471155695617, 0.0, 0.009999999776482582, 0.0, 1.0100759340048171e-08, 0.32397720217704773, 0.32397720217704773, 0.0, 0.09224694222211838, 0.0, 0.29499998688697815, 0.0]","[0.0, 2.3231387916837634e-28, 0.0, 0.0, 0.0, 0.008022885769605637, 0.0, 0.12666666507720947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00029168339096941054, 0.0, 0.09333333373069763, 0.0, 1.816586166304281e-16, 0.8508720993995667, 0.8508720993995667, 0.05000000074505806, 0.030227478593587875, 0.0, 0.0833333358168602, 1.0]"
13,1,0,-8.616811350981392,False,"[0.0, 2.3231387916837634e-28, 0.0, 0.0, 0.0, 0.008022885769605637, 0.0, 0.12666666507720947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00029168339096941054, 0.0, 0.09333333373069763, 0.0, 1.816586166304281e-16, 0.8508720993995667, 0.8508720993995667, 0.05000000074505806, 0.030227478593587875, 0.0, 0.0833333358168602, 1.0]","[0.0, 0.00048721383791416883, 0.18875612318515778, 0.21693433821201324, 0.0, 0.210628941655159, 0.0, 0.0833333358168602, 0.0, 0.0, 0.0, 0.0, 0.0, 9.557881276123226e-05, 0.0, 0.009999999776482582, 0.0, 3.2670668473271415e-24, 0.0, 0.0, 0.0, 0.00990493968129158, 0.0, 0.0833333358168602, 0.0]"
14,1,0,-11.986679935455323,False,"[0.0, 0.00048721383791416883, 0.18875612318515778, 0.21693433821201324, 0.0, 0.210628941655159, 0.0, 0.0833333358168602, 0.0, 0.0, 0.0, 0.0, 0.0, 9.557881276123226e-05, 0.0, 0.009999999776482582, 0.0, 3.2670668473271415e-24, 0.0, 0.0, 0.0, 0.00990493968129158, 0.0, 0.0833333358168602, 0.0]","[0.0, 3.284484018095668e-09, 0.4233691096305847, 0.5280495882034302, 0.05000000074505806, 0.12021888792514801, 0.0, 0.1666666716337204, 0.05000000074505806, 0.04994300380349159, 0.11826116591691971, 0.11826116591691971, 0.0, 0.08003132045269012, 0.0, 0.0416666679084301, 0.0, 5.875705573849327e-32, 0.0, 0.0, 0.0, 0.003245650790631771, 0.0, 0.008333333767950535, 0.0]"
15,1,1,-28.53589024702708,False,"[0.0, 3.284484018095668e-09, 0.4233691096305847, 0.5280495882034302, 0.05000000074505806, 0.12021888792514801, 0.0, 0.1666666716337204, 0.05000000074505806, 0.04994300380349159, 0.11826116591691971, 0.11826116591691971, 0.0, 0.08003132045269012, 0.0, 0.0416666679084301, 0.0, 5.875705573849327e-32, 0.0, 0.0, 0.0, 0.003245650790631771, 0.0, 0.008333333767950535, 0.0]","[0.0, 5.907029764883669e-17, 0.6943241953849792, 0.7990047335624695, 0.15000000596046448, 0.03939332440495491, 0.0, 0.0833333358168602, 0.0, 1.4113028079520973e-08, 0.0, 0.0, 0.0, 0.11838465929031372, 0.0, 0.0833333358168602, 0.05000000074505806, 0.049892064183950424, 0.0914582833647728, 0.10449454933404922, 0.0, 0.1610635370016098, 0.0, 0.09166666865348816, 1.0]"
16,1,0,-41.61825432062149,False,"[0.0, 5.907029764883669e-17, 0.6943241953849792, 0.7990047335624695, 0.15000000596046448, 0.03939332440495491, 0.0, 0.0833333358168602, 0.0, 1.4113028079520973e-08, 0.0, 0.0, 0.0, 0.11838465929031372, 0.0, 0.0833333358168602, 0.05000000074505806, 0.049892064183950424, 0.0914582833647728, 0.10449454933404922, 0.0, 0.1610635370016098, 0.0, 0.09166666865348816, 1.0]","[0.0, 1.062358586630684e-24, 0.9677131175994873, 1.0, 0.15000000596046448, 0.01290840469300747, 0.0, 0.0833333358168602, 0.0, 2.538178695677242e-16, 0.0, 0.0, 0.0, 0.038792286068201065, 0.0, 0.0833333358168602, 0.0, 0.000238512409850955, 0.2472517341375351, 0.37728580832481384, 0.0, 0.23197729885578156, 0.0, 0.008333333767950535, 0.0]"
17,1,1,-58.933553495407104,False,"[0.0, 1.062358586630684e-24, 0.9677131175994873, 1.0, 0.15000000596046448, 0.01290840469300747, 0.0, 0.0833333358168602, 0.0, 2.538178695677242e-16, 0.0, 0.0, 0.0, 0.038792286068201065, 0.0, 0.0833333358168602, 0.0, 0.000238512409850955, 0.2472517341375351, 0.37728580832481384, 0.0, 0.23197729885578156, 0.0, 0.008333333767950535, 0.0]","[0.0, 1.9106148693007538e-32, 1.0, 1.0, 0.15000000596046448, 0.004229826387017965, 0.0, 0.006666666828095913, 0.0, 4.564825669595528e-24, 0.0, 0.0, 0.0, 0.012711456045508385, 0.0, 0.0833333358168602, 0.05000000074505806, 0.02112255059182644, 0.022349555045366287, 0.044699110090732574, 0.0, 0.07601432502269745, 0.0, 0.03999999910593033, 1.0]"
18,1,1,-66.80903740464315,False,"[0.0, 1.9106148693007538e-32, 1.0, 1.0, 0.15000000596046448, 0.004229826387017965, 0.0, 0.006666666828095913, 0.0, 4.564825669595528e-24, 0.0, 0.0, 0.0, 0.012711456045508385, 0.0, 0.0833333358168602, 0.05000000074505806, 0.02112255059182644, 0.022349555045366287, 0.044699110090732574, 0.0, 0.07601432502269745, 0.0, 0.03999999910593033, 1.0]","[0.0, 3.436180016309457e-40, 1.0, 1.0, 0.15000000596046448, 0.0013860294129699469, 0.0, 0.09000000357627869, 0.0, 0.0006053040851838887, 0.05093579739332199, 0.05093579739332199, 0.0, 0.10416529327630997, 0.0, 0.1666666716337204, 0.0, 5.945331577095203e-05, 0.0, 0.0, 0.0, 0.30138838291168213, 0.0, 0.12333333492279053, 1.0]"
19,1,0,-84.89012515544891,False,"[0.0, 3.436180016309457e-40, 1.0, 1.0, 0.15000000596046448, 0.0013860294129699469, 0.0, 0.09000000357627869, 0.0, 0.0006053040851838887, 0.05093579739332199, 0.05093579739332199, 0.0, 0.10416529327630997, 0.0, 0.1666666716337204, 0.0, 5.945331577095203e-05, 0.0, 0.0, 0.0, 0.30138838291168213, 0.0, 0.12333333492279053, 1.0]","[0.0, 0.0, 1.0, 1.0, 0.15000000596046448, 0.0004541741218417883, 0.0, 0.006666666828095913, 0.0, 1.0886182580382986e-11, 0.3706500828266144, 0.3706500828266144, 0.0, 0.034132882952690125, 0.0, 0.0833333358168602, 0.0, 1.0692471213991084e-12, 0.0, 0.0, 0.0, 0.09875894337892532, 0.0, 0.20666666328907013, 0.0]"
20,1,0,-99.69222658316295,False,"[0.0, 0.0, 1.0, 1.0, 0.15000000596046448, 0.0004541741218417883, 0.0, 0.006666666828095913, 0.0, 1.0886182580382986e-11, 0.3706500828266144, 0.3706500828266144, 0.0, 0.034132882952690125, 0.0, 0.0833333358168602, 0.0, 1.0692471213991084e-12, 0.0, 0.0, 0.0, 0.09875894337892532, 0.0, 0.20666666328907013, 0.0]","[0.0, 0.0, 1.0, 1.0, 0.15000000596046448, 0.0001488237758167088, 0.0, 0.038333334028720856, 0.0, 1.9578419011304558e-19, 0.0, 0.0, 0.0, 0.011184662580490112, 0.0, 0.004999999888241291, 0.0, 2.873718358387123e-06, 0.13557080924510956, 0.13557080924510956, 0.0, 0.11236132681369781, 0.0, 0.28999999165534973, 0.0]"
21,1,0,-97.16566097195943,False,"[0.0, 0.0, 1.0, 1.0, 0.15000000596046448, 0.0001488237758167088, 0.0, 0.038333334028720856, 0.0, 1.9578419011304558e-19, 0.0, 0.0, 0.0, 0.011184662580490112, 0.0, 0.004999999888241291, 0.0, 2.873718358387123e-06, 0.13557080924510956, 0.13557080924510956, 0.0, 0.11236132681369781, 0.0, 0.28999999165534973, 0.0]","[0.05000000074505806, 0.017015380784869194, 1.0, 1.0, 0.15000000596046448, 0.06404876708984375, 0.0, 0.12166666984558105, 0.0, 3.52111030977513e-27, 0.0, 0.0, 0.0, 0.003664990421384573, 0.0, 0.08833333104848862, 0.0, 5.1682823195816144e-14, 0.48641183972358704, 0.48641183972358704, 0.0, 0.03681856021285057, 0.0, 0.3733333349227905, 0.0]"
22,1,0,-84.06995164431461,False,"[0.05000000074505806, 0.017015380784869194, 1.0, 1.0, 0.15000000596046448, 0.06404876708984375, 0.0, 0.12166666984558105, 0.0, 3.52111030977513e-27, 0.0, 0.0, 0.0, 0.003664990421384573, 0.0, 0.08833333104848862, 0.0, 5.1682823195816144e-14, 0.48641183972358704, 0.48641183972358704, 0.0, 0.03681856021285057, 0.0, 0.3733333349227905, 0.0]","[0.0, 0.00014533381909132004, 1.0, 1.0, 0.10000000149011612, 0.16194750368595123, 0.0, 0.20499999821186066, 0.0, 6.332593549802316e-35, 0.0, 0.0, 0.0, 0.0012009440688416362, 0.0, 0.004999999888241291, 0.0, 9.294974623037778e-22, 0.0, 0.0, 0.0, 0.012064705602824688, 0.0, 0.4566666781902313, 0.0]"
23,1,0,-10.667947357230718,False,"[0.0, 0.00014533381909132004, 1.0, 1.0, 0.10000000149011612, 0.16194750368595123, 0.0, 0.20499999821186066, 0.0, 6.332593549802316e-35, 0.0, 0.0, 0.0, 0.0012009440688416362, 0.0, 0.004999999888241291, 0.0, 9.294974623037778e-22, 0.0, 0.0, 0.0, 0.012064705602824688, 0.0, 0.4566666781902313, 0.0]","[0.0, 1.6566676208640274e-07, 0.2395036220550537, 0.3184603452682495, 0.0, 0.11706695705652237, 0.0, 0.28833332657814026, 0.0, 1.1392556514960763e-42, 0.0, 0.0, 0.0, 0.0003935253480449319, 0.0, 0.036666665226221085, 0.0, 0.0026663835160434246, 0.04748517647385597, 0.06896057724952698, 0.0, 0.10395336151123047, 0.0, 0.0033333334140479565, 0.0]"
24,1,1,-23.069696218834988,False,"[0.0, 1.6566676208640274e-07, 0.2395036220550537, 0.3184603452682495, 0.0, 0.11706695705652237, 0.0, 0.28833332657814026, 0.0, 1.1392556514960763e-42, 0.0, 0.0, 0.0, 0.0003935253480449319, 0.0, 0.036666665226221085, 0.0, 0.0026663835160434246, 0.04748517647385597, 0.06896057724952698, 0.0, 0.10395336151123047, 0.0, 0.0033333334140479565, 0.0]","[0.05000000074505806, 0.022350000217556953, 0.25227126479148865, 0.5787476897239685, 0.05000000074505806, 0.03836049884557724, 0.0, 0.37166666984558105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001289503852603957, 0.0, 0.0833333358168602, 0.0, 4.795397412493685e-11, 0.32895785570144653, 0.32895785570144653, 0.0, 0.07502343505620956, 0.0, 0.08666666597127914, 1.0]"
25,1,0,-33.685066381984285,False,"[0.05000000074505806, 0.022350000217556953, 0.25227126479148865, 0.5787476897239685, 0.05000000074505806, 0.03836049884557724, 0.0, 0.37166666984558105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001289503852603957, 0.0, 0.0833333358168602, 0.0, 4.795397412493685e-11, 0.32895785570144653, 0.32895785570144653, 0.0, 0.07502343505620956, 0.0, 0.08666666597127914, 1.0]","[0.05000000074505806, 0.039573751389980316, 0.42326340079307556, 0.9003841280937195, 0.10000000149011612, 0.2544899582862854, 0.0, 0.0833333358168602, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2254461732227355e-05, 0.0, 0.0833333358168602, 0.0, 8.62435463850344e-19, 0.0, 0.0, 0.0, 0.02458368055522442, 0.0, 0.0033333334140479565, 0.0]"
26,1,1,-31.588022497495018,False,"[0.05000000074505806, 0.039573751389980316, 0.42326340079307556, 0.9003841280937195, 0.10000000149011612, 0.2544899582862854, 0.0, 0.0833333358168602, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2254461732227355e-05, 0.0, 0.0833333358168602, 0.0, 8.62435463850344e-19, 0.0, 0.0, 0.0, 0.02458368055522442, 0.0, 0.0033333334140479565, 0.0]","[0.05000000074505806, 0.02702018991112709, 0.9345086812973022, 1.0, 0.20000000298023224, 0.08339127153158188, 0.0, 0.0016666667070239782, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3845941793988459e-05, 0.0, 0.0833333358168602, 0.0, 1.5510600066639045e-26, 0.0, 0.0, 0.0, 0.008055579848587513, 0.0, 0.03500000014901161, 1.0]"
27,1,0,-45.29303357389242,False,"[0.05000000074505806, 0.02702018991112709, 0.9345086812973022, 1.0, 0.20000000298023224, 0.08339127153158188, 0.0, 0.0016666667070239782, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3845941793988459e-05, 0.0, 0.0833333358168602, 0.0, 1.5510600066639045e-26, 0.0, 0.0, 0.0, 0.008055579848587513, 0.0, 0.03500000014901161, 1.0]","[0.10000000149011612, 0.0754568949341774, 1.0, 1.0, 0.15000000596046448, 0.027325652539730072, 0.0, 0.08500000089406967, 0.05000000074505806, 0.05961259827017784, 0.038003094494342804, 0.053455960005521774, 0.0, 0.10000453889369965, 0.0, 0.0833333358168602, 0.0, 2.7895273026167245e-34, 0.0, 0.0, 0.0, 0.0026396524626761675, 0.0, 0.11833333224058151, 0.0]"
28,1,1,-63.068850083880974,False,"[0.10000000149011612, 0.0754568949341774, 1.0, 1.0, 0.15000000596046448, 0.027325652539730072, 0.0, 0.08500000089406967, 0.05000000074505806, 0.05961259827017784, 0.038003094494342804, 0.053455960005521774, 0.0, 0.10000453889369965, 0.0, 0.0833333358168602, 0.0, 2.7895273026167245e-34, 0.0, 0.0, 0.0, 0.0026396524626761675, 0.0, 0.11833333224058151, 0.0]","[0.10000000149011612, 0.09296222031116486, 1.0, 1.0, 0.15000000596046448, 0.008954069577157497, 0.0, 0.0016666667070239782, 0.0, 8.471170986013021e-06, 0.26899242401123047, 0.3831798732280731, 0.0, 0.15372948348522186, 0.0, 0.0833333358168602, 0.0, 5.016648502282845e-42, 0.0, 0.0, 0.0, 0.0008649613591842353, 0.0, 0.0833333358168602, 1.0]"
29,1,1,-76.9286338771714,False,"[0.10000000149011612, 0.09296222031116486, 1.0, 1.0, 0.15000000596046448, 0.008954069577157497, 0.0, 0.0016666667070239782, 0.0, 8.471170986013021e-06, 0.26899242401123047, 0.3831798732280731, 0.0, 0.15372948348522186, 0.0, 0.0833333358168602, 0.0, 5.016648502282845e-42, 0.0, 0.0, 0.0, 0.0008649613591842353, 0.0, 0.0833333358168602, 1.0]","[0.10000000149011612, 0.09514734148979187, 1.0, 1.0, 0.15000000596046448, 0.0029340696055442095, 0.0, 0.03333333507180214, 0.0, 9.550361390608941e-09, 0.3067174255847931, 0.4095931649208069, 0.0, 0.10157407820224762, 0.0, 0.1666666716337204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002834305341821164, 0.0, 0.1666666716337204, 1.0]"
30,1,0,-96.73529146088488,False,"[0.10000000149011612, 0.09514734148979187, 1.0, 1.0, 0.15000000596046448, 0.0029340696055442095, 0.0, 0.03333333507180214, 0.0, 9.550361390608941e-09, 0.3067174255847931, 0.4095931649208069, 0.0, 0.10157407820224762, 0.0, 0.1666666716337204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002834305341821164, 0.0, 0.1666666716337204, 1.0]","[0.10000000149011612, 0.08983682096004486, 1.0, 1.0, 0.15000000596046448, 0.0009614359005354345, 0.0, 0.0833333358168602, 0.0, 1.7175989844123873e-16, 0.5656694173812866, 0.668545126914978, 0.05000000074505806, 0.033283792436122894, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 9.287452121498063e-05, 0.0, 0.0833333358168602, 0.0]"
31,1,1,-108.03820490360253,False,"[0.10000000149011612, 0.08983682096004486, 1.0, 1.0, 0.15000000596046448, 0.0009614359005354345, 0.0, 0.0833333358168602, 0.0, 1.7175989844123873e-16, 0.5656694173812866, 0.668545126914978, 0.05000000074505806, 0.033283792436122894, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 9.287452121498063e-05, 0.0, 0.0833333358168602, 0.0]","[0.0, 0.0369391106069088, 1.0, 1.0, 0.15000000596046448, 0.00031504331855103374, 0.0, 0.0833333358168602, 0.0, 2.7843173100450258e-08, 0.4550279974937439, 0.7196317911148071, 0.05000000074505806, 0.062106434255838394, 0.0, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0433122446993366e-05, 0.0, 0.0833333358168602, 1.0]"
32,1,0,-123.75063453568349,False,"[0.0, 0.0369391106069088, 1.0, 1.0, 0.15000000596046448, 0.00031504331855103374, 0.0, 0.0833333358168602, 0.0, 2.7843173100450258e-08, 0.4550279974937439, 0.7196317911148071, 0.05000000074505806, 0.062106434255838394, 0.0, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0433122446993366e-05, 0.0, 0.0833333358168602, 1.0]","[0.05000000074505806, 0.03728683292865753, 1.0, 1.0, 0.15000000596046448, 0.00010323339665774256, 0.0, 0.0833333358168602, 0.0, 5.007497318511853e-16, 0.7132165431976318, 0.9778202772140503, 0.05000000074505806, 0.02035103552043438, 0.0, 0.03166666626930237, 0.05000000074505806, 0.04764702171087265, 0.032142989337444305, 0.032142989337444305, 0.0, 0.20000997185707092, 0.0, 0.0833333358168602, 0.0]"
33,1,0,-149.05591153568696,False,"[0.05000000074505806, 0.03728683292865753, 1.0, 1.0, 0.15000000596046448, 0.00010323339665774256, 0.0, 0.0833333358168602, 0.0, 5.007497318511853e-16, 0.7132165431976318, 0.9778202772140503, 0.05000000074505806, 0.02035103552043438, 0.0, 0.03166666626930237, 0.05000000074505806, 0.04764702171087265, 0.032142989337444305, 0.032142989337444305, 0.0, 0.20000997185707092, 0.0, 0.0833333358168602, 0.0]","[0.05000000074505806, 0.05002956837415695, 1.0, 1.0, 0.15000000596046448, 3.382752038305625e-05, 0.0, 0.1666666716337204, 0.0, 3.977596207960232e-08, 1.0, 1.0, 0.05000000074505806, 0.05786862596869469, 0.0, 0.11500000208616257, 0.0, 1.329296139829239e-07, 0.29380133748054504, 0.29380133748054504, 0.0, 0.10649926960468292, 0.0, 0.08166666328907013, 0.0]"
34,1,0,-126.0151158764627,False,"[0.05000000074505806, 0.05002956837415695, 1.0, 1.0, 0.15000000596046448, 3.382752038305625e-05, 0.0, 0.1666666716337204, 0.0, 3.977596207960232e-08, 1.0, 1.0, 0.05000000074505806, 0.05786862596869469, 0.0, 0.11500000208616257, 0.0, 1.329296139829239e-07, 0.29380133748054504, 0.29380133748054504, 0.0, 0.10649926960468292, 0.0, 0.08166666328907013, 0.0]","[0.0, 4.574071610363717e-08, 1.0, 1.0, 0.05000000074505806, 0.10241108387708664, 0.0, 0.25, 0.0, 0.0054415990598499775, 0.03454747051000595, 0.05465500056743622, 0.0, 0.11896239221096039, 0.0, 0.19833333790302277, 0.0, 2.3906924718683758e-15, 0.5417633056640625, 0.5417633056640625, 0.05000000074505806, 0.03489768132567406, 0.0, 0.16500000655651093, 0.0]"
